target_project,time_steps,method,cp_id,spearman_cor,js_div,defect_ratio,median_feature,maximum_feature,std_feature,n_commit
jgroups,5000,odasc_aio,20,-0.388829,-0.384787,-0.155402,-0.690817,-0.728843,-0.749908,-0.954191
jgroups,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
neutron,5000,odasc_aio,0,-0.231432,-0.337327,-0.058947,-0.237654,-0.129885,-0.332385,-0.168632
neutron,5000,odasc_aio,1,-0.097800,-0.290899,-0.084211,-0.241459,-0.285158,-0.149439,-0.131772
neutron,5000,odasc_aio,2,-0.037393,-0.255312,-0.122105,-0.101555,-0.300190,-0.170901,-0.081563
neutron,5000,odasc_aio,3,-0.215082,-0.288624,-0.111579,-0.217602,-0.357352,-0.324010,-0.354420
neutron,5000,odasc_aio,4,-0.067259,-0.296291,-0.229474,-0.114509,-0.316644,-0.267275,-0.064613
neutron,5000,odasc_aio,5,-0.270793,-0.265831,-0.111579,-0.234995,-0.216570,-0.141654,-0.342516
neutron,5000,odasc_aio,6,-0.156927,-0.314240,-0.378947,-0.347419,-0.245433,-0.293795,-0.229942
neutron,5000,odasc_aio,7,-0.132170,-0.273721,-0.128421,-0.178371,-0.424967,-0.333872,-0.124960
neutron,5000,odasc_aio,8,-0.041701,-0.301324,-0.271579,-0.350325,-0.358792,-0.244377,-0.095234
neutron,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.114661
neutron,5000,odasc_aio,10,-0.066745,-0.312186,-0.056842,-0.325932,-0.312509,-0.264686,-0.284073
neutron,5000,odasc_aio,11,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
neutron,5000,odasc_aio,12,-0.055642,-0.283525,-0.189474,-0.065819,-0.311582,-0.298226,-0.125281
neutron,5000,odasc_aio,13,-0.143154,-0.232959,-0.728421,-0.107004,-0.229097,-0.163234,-0.296115
neutron,5000,odasc_aio,14,-0.182527,-0.321749,-0.189474,-0.223845,-0.260774,-0.288561,-0.022386
neutron,5000,odasc_aio,15,-0.047274,-0.277362,-0.098947,-0.246866,-0.253569,-0.133586,-0.085531
neutron,5000,odasc_aio,16,-0.080547,-0.298293,-0.132632,-0.267618,-0.256920,-0.152289,-0.100188
neutron,5000,odasc_aio,17,-0.083622,-0.281166,-0.037895,-0.189320,-0.281942,-0.157077,-0.885339
neutron,5000,odasc_aio,18,-0.089195,-0.284419,-0.265263,-0.237037,-0.238695,-0.206443,-0.634272
neutron,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.114661
neutron,5000,odasc_aio,20,-0.123839,-0.289931,-0.094737,-0.305735,-0.393824,-0.205875,-0.235194
neutron,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.114661
neutron,5000,odasc_aio,22,-0.115489,-0.318358,-0.256842,-0.331585,-0.297282,-0.271619,-0.101817
node,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.189017
node,5000,odasc_aio,1,-0.194978,-0.298474,-0.240313,-0.228528,-0.363371,-0.403047,-0.167612
node,5000,odasc_aio,2,-0.241541,-0.298557,-0.108359,-0.377116,-0.215096,-0.328226,-0.101846
node,5000,odasc_aio,3,-0.149624,-0.285920,-0.157895,-0.200852,-0.114378,-0.189449,-0.223886
node,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.189055
node,5000,odasc_aio,5,-0.241947,-0.258544,-0.210526,-0.205355,-0.102230,-0.337642,-0.245140
node,5000,odasc_aio,6,-0.148013,-0.341609,-0.291022,-0.289434,-0.194943,-0.317562,-0.062136
node,5000,odasc_aio,7,-0.198283,-0.306363,-0.226006,-0.186403,-0.271316,-0.258196,-0.129529
node,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.189055
node,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.189055
node,5000,odasc_aio,10,-0.264553,-0.345483,-0.123839,-0.260387,-0.132735,-0.342178,-0.427275
node,5000,odasc_aio,11,-0.226391,-0.287447,-0.300310,-0.205569,-0.299687,-0.271416,-0.173474
node,5000,odasc_aio,12,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
node,5000,odasc_aio,13,-0.128605,-0.288169,-0.631579,-0.137706,-0.100993,-0.201127,-0.118486
node,5000,odasc_aio,14,-0.177465,-0.305127,-0.188854,-0.197933,-0.191052,-0.272604,-0.068338
node,5000,odasc_aio,15,-0.162768,-0.287597,-0.210526,-0.215910,-0.168416,-0.247379,-0.115044
node,5000,odasc_aio,16,-0.811445,-0.331820,-0.193498,-0.493605,-0.600262,-0.564028,-0.187656
node,5000,odasc_aio,17,-0.111433,-0.318199,-0.235294,-0.180559,-0.208861,-0.312676,-0.810945
node,5000,odasc_aio,18,-0.131764,-0.300320,-0.368421,-0.219601,-0.154627,-0.220246,-0.104039
node,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.189055
node,5000,odasc_aio,20,-0.098921,-0.289783,-0.142415,-0.211628,-0.109873,-0.263222,-0.104266
node,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.189055
node,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.189055
nova,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,1,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,2,-0.330931,-0.351018,-0.358371,-0.613138,-0.362488,-0.457627,-0.136093
nova,5000,odasc_aio,3,-0.223634,-0.300034,-0.050679,-0.462810,-0.214275,-0.281661,-0.187227
nova,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,5,-0.199047,-0.292878,-0.003620,-0.351924,-0.186860,-0.268943,-0.240652
nova,5000,odasc_aio,6,-0.207973,-0.325255,-0.195475,-0.447233,-0.210821,-0.296886,-0.116362
nova,5000,odasc_aio,7,-0.255236,-0.327390,-0.373637,-0.301871,-0.328522,-0.338486,-0.202731
nova,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,10,-0.118831,-0.348269,-0.369231,-0.221464,-0.183137,-0.248985,-0.474917
nova,5000,odasc_aio,11,-0.138851,-0.344506,-0.493213,-0.301976,-0.377233,-0.369558,-0.217573
nova,5000,odasc_aio,12,-0.054987,-0.301490,-0.278733,-0.150794,-0.156283,-0.246629,-0.077031
nova,5000,odasc_aio,13,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
nova,5000,odasc_aio,14,-0.072019,-0.328254,-0.376471,-0.192903,-0.148392,-0.261362,-0.112090
nova,5000,odasc_aio,15,-0.358813,-0.292078,-0.280001,-0.335476,-0.255125,-0.304731,-0.201365
nova,5000,odasc_aio,16,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,17,-0.053726,-0.299461,-0.170136,-0.095130,-0.224825,-0.211111,-0.779828
nova,5000,odasc_aio,18,-0.151271,-0.312901,-0.506787,-0.089412,-0.140620,-0.172254,-0.090685
nova,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,20,-0.052996,-0.303304,-0.267873,-0.259745,-0.199775,-0.219958,-0.062189
nova,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
nova,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.220172
npm,5000,odasc_aio,0,-0.414748,-0.355107,-0.255882,-0.393468,-0.193452,-0.275792,-0.089541
npm,5000,odasc_aio,1,-0.266883,-0.363621,-0.061765,-0.415618,-0.289262,-0.356213,-0.124189
npm,5000,odasc_aio,2,-0.236258,-0.308312,-0.317647,-0.268188,-0.264505,-0.181489,-0.059710
npm,5000,odasc_aio,3,-0.099665,-0.282580,-0.223529,-0.221984,-0.259967,-0.168870,-0.307164
npm,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.124788
npm,5000,odasc_aio,5,-0.105247,-0.324939,-0.108824,-0.364979,-0.202545,-0.329310,-0.326086
npm,5000,odasc_aio,6,-0.084317,-0.276875,-0.023529,-0.214619,-0.123138,-0.177488,-0.142162
npm,5000,odasc_aio,7,-0.158868,-0.300594,-0.361765,-0.203602,-0.322862,-0.154221,-0.089616
npm,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.124314
npm,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.124788
npm,5000,odasc_aio,10,-0.322740,-0.342317,-0.514706,-0.468409,-0.154464,-0.225468,-0.304493
npm,5000,odasc_aio,11,-0.332933,-0.281866,-0.091176,-0.289503,-0.322563,-0.295214,-0.037993
npm,5000,odasc_aio,12,-0.248358,-0.297256,-0.108824,-0.267395,-0.206807,-0.169580,-0.104393
npm,5000,odasc_aio,13,-0.307231,-0.288688,-0.170588,-0.298570,-0.269897,-0.261634,-0.272416
npm,5000,odasc_aio,14,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
npm,5000,odasc_aio,15,-0.403799,-0.346735,-0.020588,-0.430598,-0.171937,-0.382790,-0.072916
npm,5000,odasc_aio,16,-0.168212,-0.318525,-0.314647,-0.481810,-0.344242,-0.348617,-0.114029
npm,5000,odasc_aio,17,-0.233542,-0.321887,-0.235294,-0.400870,-0.258716,-0.254806,-0.875212
npm,5000,odasc_aio,18,-0.244476,-0.313945,-0.485294,-0.381105,-0.275088,-0.275755,-0.517274
npm,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.124788
npm,5000,odasc_aio,20,-0.238751,-0.297411,-0.188235,-0.330628,-0.181195,-0.304673,-0.211283
npm,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.124788
npm,5000,odasc_aio,22,-0.411806,-0.336131,-0.478453,-0.337991,-0.390847,-0.464285,-0.113205
panda,5000,odasc_aio,0,-0.448209,-0.374783,-0.653430,-0.333928,-0.236650,-0.352022,-0.056200
panda,5000,odasc_aio,1,-0.402304,-0.321864,-0.115523,-0.304993,-0.400457,-0.277522,-0.017090
panda,5000,odasc_aio,2,-0.418408,-0.348178,-0.285199,-0.266159,-0.469201,-0.487378,-0.017978
panda,5000,odasc_aio,3,-0.342825,-0.324401,-0.483755,-0.308410,-0.349231,-0.398230,-0.263820
panda,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.153104
panda,5000,odasc_aio,5,-0.462408,-0.278705,-0.288809,-0.249133,-0.375923,-0.190913,-0.278491
panda,5000,odasc_aio,6,-0.312530,-0.356536,-0.292419,-0.400205,-0.329831,-0.459944,-0.007167
panda,5000,odasc_aio,7,-0.406784,-0.330828,-0.299639,-0.219048,-0.407643,-0.356702,-0.044685
panda,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.153104
panda,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.153104
panda,5000,odasc_aio,10,-0.449463,-0.322777,-0.574007,-0.348784,-0.314336,-0.351242,-0.359958
panda,5000,odasc_aio,11,-0.233232,-0.283033,-0.083032,-0.291047,-0.442626,-0.317942,-0.114300
panda,5000,odasc_aio,12,-0.243570,-0.328033,-0.317690,-0.338882,-0.285483,-0.376257,-0.076077
panda,5000,odasc_aio,13,-0.334517,-0.263439,-0.111913,-0.203383,-0.337081,-0.237271,-0.198799
panda,5000,odasc_aio,14,-0.398836,-0.328935,-0.606498,-0.374231,-0.417275,-0.297213,-0.031607
panda,5000,odasc_aio,15,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
panda,5000,odasc_aio,16,-0.395755,-0.335947,-0.642055,-0.417928,-0.440879,-0.419043,-0.146856
panda,5000,odasc_aio,17,-0.381985,-0.285613,-0.108303,-0.346701,-0.288857,-0.169665,-0.846896
panda,5000,odasc_aio,18,-0.097642,-0.320409,-0.707581,-0.135568,-0.212096,-0.351348,-0.307770
panda,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.153104
panda,5000,odasc_aio,20,-0.436860,-0.315235,-0.411552,-0.378486,-0.193175,-0.326118,-0.149459
panda,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.153104
panda,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.153104
pytorch,5000,odasc_aio,0,-0.448892,-0.314304,-0.159170,-0.198625,-0.217489,-0.329816,-0.373236
pytorch,5000,odasc_aio,1,-0.342539,-0.316121,-0.086505,-0.270620,-0.306934,-0.249430,-0.128432
pytorch,5000,odasc_aio,2,-0.204971,-0.314509,-0.259516,-0.338931,-0.240852,-0.259490,-0.132291
pytorch,5000,odasc_aio,3,-0.077305,-0.346449,-0.519031,-0.294920,-0.544539,-0.385248,-0.464063
pytorch,5000,odasc_aio,4,-0.046016,-0.258943,-0.619377,-0.117585,-0.369989,-0.199192,-0.196426
pytorch,5000,odasc_aio,5,-0.098117,-0.269591,-0.134948,-0.237425,-0.360342,-0.255663,-0.363428
pytorch,5000,odasc_aio,6,-0.064799,-0.282130,-0.314879,-0.285672,-0.330049,-0.232041,-0.449733
pytorch,5000,odasc_aio,7,-0.170044,-0.325538,-0.435986,-0.188770,-0.363913,-0.334242,-0.144893
pytorch,5000,odasc_aio,8,-0.167215,-0.250094,-0.643599,-0.135777,-0.145122,-0.160528,-0.030731
pytorch,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.100474
pytorch,5000,odasc_aio,10,-0.289187,-0.339329,-0.477509,-0.274217,-0.427879,-0.506735,-0.259055
pytorch,5000,odasc_aio,11,-0.335360,-0.280325,-0.155709,-0.263055,-0.248268,-0.175757,-0.060357
pytorch,5000,odasc_aio,12,-0.264579,-0.260128,-0.224913,-0.188419,-0.389585,-0.291228,-0.205190
pytorch,5000,odasc_aio,13,-0.353047,-0.265185,-0.356401,-0.089802,-0.372033,-0.233612,-0.344595
pytorch,5000,odasc_aio,14,-0.272649,-0.326754,-0.307958,-0.335427,-0.324731,-0.376440,-0.047011
pytorch,5000,odasc_aio,15,-0.311787,-0.265813,-0.117647,-0.264644,-0.283029,-0.301664,-0.124975
pytorch,5000,odasc_aio,16,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
pytorch,5000,odasc_aio,17,-0.146194,-0.297374,-0.359862,-0.282011,-0.348479,-0.225340,-0.899526
pytorch,5000,odasc_aio,18,-0.169401,-0.277798,-0.636678,-0.137339,-0.429688,-0.268555,-0.813965
pytorch,5000,odasc_aio,19,-0.029572,-0.256673,-0.311419,-0.135662,-0.397578,-0.255411,-0.232926
pytorch,5000,odasc_aio,20,-0.254635,-0.297188,-0.128028,-0.192264,-0.362223,-0.296759,-0.263115
pytorch,5000,odasc_aio,21,-0.121213,-0.284832,-0.622837,-0.387259,-0.318629,-0.175621,-0.276420
pytorch,5000,odasc_aio,22,-0.095437,-0.286818,-0.197232,-0.104991,-0.184147,-0.204367,-0.206074
rails,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,1,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,2,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,3,-0.412613,-0.330089,-0.399518,-0.557387,-0.616013,-0.634054,-0.646328
rails,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,5,-0.114411,-0.276220,-0.243590,-0.355996,-0.381286,-0.238206,-0.239738
rails,5000,odasc_aio,6,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,7,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,10,-0.154805,-0.372579,-0.256410,-0.359271,-0.365979,-0.298975,-0.302011
rails,5000,odasc_aio,11,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,12,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,13,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,14,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,15,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,16,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,17,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
rails,5000,odasc_aio,18,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,20,-0.055663,-0.272432,-1.000000,-0.290571,-0.432149,-0.411104,-0.569534
rails,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rails,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.697989
rust,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,1,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,2,-0.082797,-0.303168,-1.000000,-0.446748,-0.430454,-0.459205,-0.126628
rust,5000,odasc_aio,3,-0.109888,-0.287750,-0.732456,-0.295812,-0.284404,-0.407525,-0.204985
rust,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,5,-0.188474,-0.277077,-0.969298,-0.230215,-0.217105,-0.335807,-0.242770
rust,5000,odasc_aio,6,-0.100640,-0.284948,-0.223684,-0.247034,-0.397807,-0.414667,-0.093338
rust,5000,odasc_aio,7,-0.021086,-0.297549,-0.157895,-0.237903,-0.339587,-0.308779,-0.175856
rust,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,10,-0.044051,-0.312397,-0.149123,-0.205432,-0.268028,-0.324686,-0.455329
rust,5000,odasc_aio,11,-0.136010,-0.297283,-0.704930,-0.302316,-0.379314,-0.358627,-0.193583
rust,5000,odasc_aio,12,-0.037927,-0.305592,-0.565789,-0.200621,-0.414971,-0.435371,-0.043402
rust,5000,odasc_aio,13,-0.083275,-0.293919,-0.407895,-0.182959,-0.268382,-0.224902,-0.090092
rust,5000,odasc_aio,14,-0.038819,-0.293169,-0.228070,-0.187724,-0.271106,-0.308327,-0.093629
rust,5000,odasc_aio,15,-0.104332,-0.254740,-0.671053,-0.100443,-0.334807,-0.344335,-0.173027
rust,5000,odasc_aio,16,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,17,-0.093794,-0.320242,-0.328947,-0.248803,-0.244831,-0.452037,-0.791977
rust,5000,odasc_aio,18,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
rust,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,20,-0.216289,-0.290450,-0.328947,-0.111734,-0.226576,-0.377299,-0.082893
rust,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
rust,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.208023
tensorflow,5000,odasc_aio,0,-0.285467,-0.328651,-0.103774,-0.277800,-0.466286,-0.329069,-0.271994
tensorflow,5000,odasc_aio,1,-0.186828,-0.272388,-0.779874,-0.253422,-0.408229,-0.246755,-0.127625
tensorflow,5000,odasc_aio,2,-0.114886,-0.283088,-0.056604,-0.197427,-0.385590,-0.281158,-0.113633
tensorflow,5000,odasc_aio,3,-0.334654,-0.299939,-0.059748,-0.225109,-0.439093,-0.350156,-0.405737
tensorflow,5000,odasc_aio,4,-0.337647,-0.319942,-0.047170,-0.309275,-0.286895,-0.433513,-0.050593
tensorflow,5000,odasc_aio,5,-0.093990,-0.268100,-0.254717,-0.382121,-0.287536,-0.168399,-0.350635
tensorflow,5000,odasc_aio,6,-0.220958,-0.287132,-0.298742,-0.335540,-0.406411,-0.334442,-0.350720
tensorflow,5000,odasc_aio,7,-0.180478,-0.281866,-0.157233,-0.248239,-0.416190,-0.405951,-0.144306
tensorflow,5000,odasc_aio,8,-0.249667,-0.266664,-0.207547,-0.210068,-0.358875,-0.207307,-0.023074
tensorflow,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.105821
tensorflow,5000,odasc_aio,10,-0.174823,-0.285710,-0.726415,-0.172684,-0.271460,-0.302966,-0.267972
tensorflow,5000,odasc_aio,11,-0.063672,-0.251762,-0.210692,-0.199279,-0.326983,-0.192015,-0.037130
tensorflow,5000,odasc_aio,12,-0.389984,-0.298083,-0.254717,-0.244023,-0.483634,-0.367992,-0.158997
tensorflow,5000,odasc_aio,13,-0.314980,-0.278594,-0.075472,-0.218531,-0.313199,-0.328057,-0.324598
tensorflow,5000,odasc_aio,14,-0.208887,-0.346683,-0.160377,-0.284474,-0.341547,-0.391429,-0.037426
tensorflow,5000,odasc_aio,15,-0.192149,-0.263925,-0.238994,-0.280679,-0.391440,-0.232876,-0.103218
tensorflow,5000,odasc_aio,16,-0.057618,-0.278510,-0.062893,-0.274505,-0.474713,-0.268547,-0.081245
tensorflow,5000,odasc_aio,17,-0.113380,-0.279961,-0.235849,-0.362713,-0.408939,-0.268562,-0.894179
tensorflow,5000,odasc_aio,18,-0.180133,-0.281511,-0.220126,-0.270329,-0.329508,-0.218308,-0.713548
tensorflow,5000,odasc_aio,19,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
tensorflow,5000,odasc_aio,20,-0.182840,-0.276238,-0.003145,-0.180066,-0.301482,-0.434788,-0.255652
tensorflow,5000,odasc_aio,21,-0.134177,-0.260865,-0.210692,-0.141294,-0.287678,-0.233919,-0.047375
tensorflow,5000,odasc_aio,22,-0.070245,-0.264045,-0.025157,-0.177479,-0.336157,-0.249098,-0.056351
tomcat,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,1,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,2,-0.123629,-0.304563,-0.546901,-0.459645,-0.260883,-0.391925,-0.170442
tomcat,5000,odasc_aio,3,-0.121942,-0.286180,-0.455751,-0.212618,-0.180519,-0.214094,-0.145038
tomcat,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,5,-0.168579,-0.236893,-0.036460,-0.234191,-0.162233,-0.175852,-0.205232
tomcat,5000,odasc_aio,6,-0.183358,-0.318981,-0.461827,-0.270974,-0.413844,-0.317713,-0.201241
tomcat,5000,odasc_aio,7,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,10,-0.180478,-0.384392,-0.638051,-0.210484,-0.251266,-0.347661,-0.544175
tomcat,5000,odasc_aio,11,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,12,-0.132462,-0.277532,-0.103303,-0.156686,-0.300158,-0.319867,-0.158684
tomcat,5000,odasc_aio,13,-0.139124,-0.275879,-0.273450,-0.258373,-0.346597,-0.246128,-0.210302
tomcat,5000,odasc_aio,14,-0.273664,-0.287985,-0.449674,-0.258573,-0.409656,-0.302552,-0.206580
tomcat,5000,odasc_aio,15,-0.121676,-0.269150,-0.361949,-0.291485,-0.440258,-0.374980,-0.258522
tomcat,5000,odasc_aio,16,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,17,-0.227186,-0.303051,-0.443597,-0.254025,-0.316724,-0.248456,-0.730367
tomcat,5000,odasc_aio,18,-0.086107,-0.274985,-0.486134,-0.262674,-0.457763,-0.309397,-0.231338
tomcat,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,20,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
tomcat,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
tomcat,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.269633
vscode,5000,odasc_aio,0,-0.179710,-0.339910,-0.288828,-0.186508,-0.368219,-0.421863,-0.252209
vscode,5000,odasc_aio,1,-0.247635,-0.284753,-1.000000,-0.267181,-0.296293,-0.138716,-0.127998
vscode,5000,odasc_aio,2,-0.257376,-0.278705,-0.234332,-0.149504,-0.390679,-0.204100,-0.108915
vscode,5000,odasc_aio,3,-0.109617,-0.300174,-0.367847,-0.249925,-0.458158,-0.385918,-0.395139
vscode,5000,odasc_aio,4,-0.354610,-0.284547,-0.029973,-0.215704,-0.227299,-0.235026,-0.029844
vscode,5000,odasc_aio,5,-0.150675,-0.262252,-0.572207,-0.496201,-0.292214,-0.248708,-0.348138
vscode,5000,odasc_aio,6,-0.240611,-0.301659,-0.204360,-0.414331,-0.443908,-0.255516,-0.325525
vscode,5000,odasc_aio,7,-0.221416,-0.298993,-0.580381,-0.173479,-0.398429,-0.383710,-0.143102
vscode,5000,odasc_aio,8,-0.158184,-0.242959,-0.010899,-0.277253,-0.246457,-0.177587,-0.032711
vscode,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.106946
vscode,5000,odasc_aio,10,-0.134637,-0.294064,-0.926431,-0.322590,-0.269260,-0.327113,-0.269516
vscode,5000,odasc_aio,11,-0.213723,-0.260082,-0.245232,-0.295928,-0.385089,-0.103053,-0.030978
vscode,5000,odasc_aio,12,-0.182695,-0.293798,-0.373297,-0.290172,-0.549407,-0.371295,-0.151659
vscode,5000,odasc_aio,13,-0.391431,-0.253200,-0.237057,-0.322322,-0.284428,-0.220331,-0.314999
vscode,5000,odasc_aio,14,-0.214460,-0.345305,-0.250681,-0.285688,-0.334242,-0.490766,-0.034273
vscode,5000,odasc_aio,15,-0.272087,-0.258720,-0.397820,-0.434632,-0.370240,-0.201947,-0.100550
vscode,5000,odasc_aio,16,-0.349580,-0.295138,-0.485014,-0.303339,-0.351689,-0.214437,-0.083841
vscode,5000,odasc_aio,17,-0.265660,-0.279677,-0.310627,-0.312363,-0.432380,-0.187593,-0.893054
vscode,5000,odasc_aio,18,-0.270170,-0.290153,-0.008174,-0.182567,-0.360338,-0.279335,-0.695698
vscode,5000,odasc_aio,19,-0.217642,-0.258945,-0.158038,-0.158049,-0.244507,-0.188560,-0.037802
