target_project,time_steps,method,cp_id,spearman_cor,js_div,defect_ratio,median_feature,maximum_feature,std_feature,n_commit
brackets,5000,odasc_aio,2,-0.218777,-0.282217,-0.059710,-0.391703,-0.385564,-0.307801,-0.007160
brackets,5000,odasc_aio,3,-0.248511,-0.288130,-0.192400,-0.387529,-0.409549,-0.366319,-0.265923
brackets,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150396
brackets,5000,odasc_aio,5,-0.143610,-0.282482,-0.417973,-0.300306,-0.261276,-0.248514,-0.281507
brackets,5000,odasc_aio,6,-0.148584,-0.303671,-0.086248,-0.447260,-0.356856,-0.314909,-0.002196
brackets,5000,odasc_aio,7,-0.230529,-0.281121,-0.298552,-0.293885,-0.278159,-0.227688,-0.040645
brackets,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150396
brackets,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150396
brackets,5000,odasc_aio,10,-0.044192,-0.311550,-0.437877,-0.241942,-0.273746,-0.297096,-0.354072
brackets,5000,odasc_aio,11,-0.161657,-0.286337,-0.384801,-0.302880,-0.224139,-0.193228,-0.108577
brackets,5000,odasc_aio,12,-0.131575,-0.300243,-0.053076,-0.135899,-0.423479,-0.344428,-0.080057
brackets,5000,odasc_aio,13,-0.052785,-0.269871,-0.384801,-0.360716,-0.267189,-0.175224,-0.203015
brackets,5000,odasc_aio,14,-0.212453,-0.285643,-0.344994,-0.229755,-0.329620,-0.274765,-0.029574
brackets,5000,odasc_aio,15,-0.149375,-0.322678,-0.019903,-0.137216,-0.379278,-0.203351,-0.008364
brackets,5000,odasc_aio,16,-0.298577,-0.310036,-0.582027,-0.226431,-0.477646,-0.350003,-0.143476
brackets,5000,odasc_aio,17,-0.135155,-0.298964,-0.106152,-0.149225,-0.363127,-0.207396,-0.849604
brackets,5000,odasc_aio,18,-0.124769,-0.289390,-0.497587,-0.207603,-0.354872,-0.229724,-0.331057
brackets,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150396
brackets,5000,odasc_aio,20,-0.180359,-0.293356,-0.132690,-0.176723,-0.376153,-0.159387,-0.153013
brackets,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150396
brackets,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150396
broadleaf,5000,odasc_aio,0,-0.509011,-0.335694,-0.398058,-0.334163,-0.284117,-0.572863,-0.037540
broadleaf,5000,odasc_aio,1,-0.114735,-0.264728,-0.072816,-0.344398,-0.388289,-0.240477,-0.007980
broadleaf,5000,odasc_aio,2,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
broadleaf,5000,odasc_aio,3,-0.137573,-0.264813,-0.262136,-0.090464,-0.315349,-0.435556,-0.270668
broadleaf,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.149411
broadleaf,5000,odasc_aio,5,-0.078176,-0.277616,-0.373786,-0.367325,-0.338211,-0.291052,-0.284954
broadleaf,5000,odasc_aio,6,-0.142995,-0.266301,-0.077670,-0.223329,-0.227322,-0.349913,-0.004603
broadleaf,5000,odasc_aio,7,-0.151765,-0.251606,-0.150485,-0.103196,-0.254433,-0.202335,-0.036852
broadleaf,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.149411
broadleaf,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.149411
broadleaf,5000,odasc_aio,10,-0.270439,-0.303546,-0.286408,-0.409488,-0.327381,-0.356757,-0.352083
broadleaf,5000,odasc_aio,11,-0.055685,-0.253207,-0.223301,-0.311515,-0.364391,-0.243895,-0.105207
broadleaf,5000,odasc_aio,12,-0.183401,-0.268911,-0.014563,-0.256869,-0.253049,-0.367666,-0.082760
broadleaf,5000,odasc_aio,13,-0.226179,-0.251229,-0.548544,-0.335784,-0.331212,-0.264063,-0.208680
broadleaf,5000,odasc_aio,14,-0.098585,-0.271105,-0.223301,-0.184258,-0.268714,-0.329444,-0.028185
broadleaf,5000,odasc_aio,15,-0.242519,-0.319069,-0.048544,-0.426825,-0.364518,-0.309598,-0.013539
broadleaf,5000,odasc_aio,16,-0.232081,-0.265895,-0.415419,-0.488674,-0.505017,-0.318350,-0.142268
broadleaf,5000,odasc_aio,17,-0.141386,-0.316879,-0.160194,-0.470443,-0.311902,-0.360337,-0.850589
broadleaf,5000,odasc_aio,18,-0.286318,-0.277281,-0.451456,-0.216849,-0.259256,-0.395926,-0.343894
broadleaf,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.149411
broadleaf,5000,odasc_aio,20,-0.300028,-0.294468,-0.237864,-0.309831,-0.348452,-0.315655,-0.156913
broadleaf,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.149411
broadleaf,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.149411
camel,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,1,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,2,-0.146520,-0.277999,-0.849057,-0.207044,-0.301104,-0.346459,-0.272628
camel,5000,odasc_aio,3,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
camel,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,5,-0.312642,-0.259813,-0.254717,-0.409340,-0.210839,-0.227339,-0.185249
camel,5000,odasc_aio,6,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,7,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,10,-0.388953,-0.361560,-0.150943,-0.447014,-0.190889,-0.310803,-0.608597
camel,5000,odasc_aio,11,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,12,-0.176141,-0.260837,-0.113208,-0.245064,-0.243276,-0.200761,-0.348810
camel,5000,odasc_aio,13,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,14,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,15,-0.294429,-0.312967,-0.834382,-0.517949,-0.603583,-0.537342,-0.389446
camel,5000,odasc_aio,16,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,17,-0.209860,-0.268847,-0.632075,-0.336483,-0.175402,-0.290115,-0.575321
camel,5000,odasc_aio,18,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,20,-0.189850,-0.276977,-0.547170,-0.354824,-0.182441,-0.201282,-0.162543
camel,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
camel,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.391403
corefx,5000,odasc_aio,0,-0.253446,-0.328216,-0.330556,-0.215098,-0.393256,-0.405355,-0.228156
corefx,5000,odasc_aio,1,-0.127222,-0.309855,-0.241667,-0.363319,-0.226505,-0.303766,-0.129013
corefx,5000,odasc_aio,2,-0.225558,-0.300602,-0.405556,-0.148724,-0.262946,-0.342263,-0.101853
corefx,5000,odasc_aio,3,-0.296379,-0.297556,-0.208333,-0.082817,-0.331225,-0.381367,-0.376764
corefx,5000,odasc_aio,4,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
corefx,5000,odasc_aio,5,-0.376405,-0.312322,-0.419444,-0.293035,-0.205948,-0.371344,-0.345985
corefx,5000,odasc_aio,6,-0.193924,-0.261664,-0.269444,-0.185922,-0.335014,-0.129895,-0.299859
corefx,5000,odasc_aio,7,-0.204061,-0.297198,-0.713889,-0.111411,-0.372652,-0.338016,-0.142517
corefx,5000,odasc_aio,8,-0.152530,-0.249761,-0.066667,-0.145879,-0.449909,-0.235656,-0.047729
corefx,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.108356
corefx,5000,odasc_aio,10,-0.367644,-0.330225,-0.350000,-0.351545,-0.263920,-0.409273,-0.272288
corefx,5000,odasc_aio,11,-0.231535,-0.277962,-0.247222,-0.198995,-0.309661,-0.266975,-0.022976
corefx,5000,odasc_aio,12,-0.351162,-0.305678,-0.391667,-0.277723,-0.316736,-0.215123,-0.143709
corefx,5000,odasc_aio,13,-0.240026,-0.300513,-0.261111,-0.241181,-0.281287,-0.235214,-0.306383
corefx,5000,odasc_aio,14,-0.405598,-0.345242,-0.008333,-0.276264,-0.190712,-0.326410,-0.031993
corefx,5000,odasc_aio,15,-0.309958,-0.316196,-0.930556,-0.359566,-0.318923,-0.367894,-0.096716
corefx,5000,odasc_aio,16,-0.263138,-0.285475,-0.272222,-0.168220,-0.450013,-0.246649,-0.087569
corefx,5000,odasc_aio,17,-0.252532,-0.337475,-0.250000,-0.340704,-0.409103,-0.378833,-0.891644
corefx,5000,odasc_aio,18,-0.160420,-0.309116,-0.069444,-0.235531,-0.243298,-0.270151,-0.670467
corefx,5000,odasc_aio,19,-0.123345,-0.286161,-0.202778,-0.116042,-0.390990,-0.210877,-0.070879
corefx,5000,odasc_aio,20,-0.284027,-0.316316,-0.313889,-0.357670,-0.424550,-0.466988,-0.251133
corefx,5000,odasc_aio,21,-0.111207,-0.271390,-0.038889,-0.150072,-0.395438,-0.326664,-0.039948
corefx,5000,odasc_aio,22,-0.166219,-0.283458,-0.047222,-0.161311,-0.410427,-0.327381,-0.020180
django,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,1,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,2,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,3,-0.322684,-0.295722,-0.047945,-0.551711,-0.318009,-0.329482,-0.296617
django,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,5,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
django,5000,odasc_aio,6,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,7,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,10,-0.256105,-0.412153,-0.952055,-0.331683,-0.397343,-0.585479,-0.519512
django,5000,odasc_aio,11,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,12,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,13,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,14,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,15,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,16,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,17,-0.336244,-0.319145,-0.678082,-0.382294,-0.488115,-0.391625,-0.255959
django,5000,odasc_aio,18,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,20,-0.265035,-0.272764,-0.835616,-0.198553,-0.371196,-0.342144,-0.323049
django,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
django,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.480488
elasticsearch,5000,odasc_aio,0,-0.404802,-0.340502,-0.451613,-0.408539,-0.226218,-0.373214,-0.043641
elasticsearch,5000,odasc_aio,1,-0.141113,-0.296788,-0.109677,-0.376690,-0.368502,-0.318197,-0.001832
elasticsearch,5000,odasc_aio,2,-0.040793,-0.254201,-0.032258,-0.196068,-0.319823,-0.334224,-0.006067
elasticsearch,5000,odasc_aio,3,-0.103820,-0.266776,-0.187097,-0.200160,-0.342496,-0.298213,-0.268126
elasticsearch,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150147
elasticsearch,5000,odasc_aio,5,-0.051560,-0.304804,-0.438710,-0.366017,-0.312330,-0.272857,-0.283204
elasticsearch,5000,odasc_aio,6,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
elasticsearch,5000,odasc_aio,7,-0.093444,-0.270217,-0.309677,-0.182859,-0.198650,-0.201679,-0.040157
elasticsearch,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150147
elasticsearch,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150147
elasticsearch,5000,odasc_aio,10,-0.113819,-0.326734,-0.406452,-0.476628,-0.342233,-0.310604,-0.353547
elasticsearch,5000,odasc_aio,11,-0.035911,-0.283266,-0.354839,-0.372938,-0.348475,-0.330558,-0.107707
elasticsearch,5000,odasc_aio,12,-0.261678,-0.305039,-0.038710,-0.445504,-0.200917,-0.290229,-0.081006
elasticsearch,5000,odasc_aio,13,-0.150057,-0.302679,-0.412903,-0.439820,-0.323126,-0.315520,-0.204511
elasticsearch,5000,odasc_aio,14,-0.071283,-0.290254,-0.322581,-0.325947,-0.287353,-0.236405,-0.029315
elasticsearch,5000,odasc_aio,15,-0.309773,-0.380352,-0.038710,-0.514761,-0.297398,-0.418696,-0.009071
elasticsearch,5000,odasc_aio,16,-0.385582,-0.326658,-0.558505,-0.479644,-0.386774,-0.447512,-0.143119
elasticsearch,5000,odasc_aio,17,-0.250873,-0.343491,-0.006452,-0.481464,-0.378154,-0.341455,-0.849853
elasticsearch,5000,odasc_aio,18,-0.182275,-0.284018,-0.561290,-0.292062,-0.233199,-0.249498,-0.334174
elasticsearch,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150147
elasticsearch,5000,odasc_aio,20,-0.137715,-0.310186,-0.109677,-0.465029,-0.257647,-0.305400,-0.154082
elasticsearch,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150147
elasticsearch,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.150147
fabric,5000,odasc_aio,0,-0.337668,-0.333395,-0.135922,-0.188717,-0.362247,-0.440140,-0.002098
fabric,5000,odasc_aio,1,-0.115403,-0.317222,-0.194175,-0.221426,-0.225336,-0.286036,-0.050418
fabric,5000,odasc_aio,2,-0.114641,-0.287696,-0.111650,-0.196480,-0.288281,-0.296338,-0.018489
fabric,5000,odasc_aio,3,-0.110986,-0.303961,-0.092233,-0.276822,-0.202641,-0.251023,-0.285070
fabric,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.141755
fabric,5000,odasc_aio,5,-0.116552,-0.325836,-0.796117,-0.442341,-0.200067,-0.392441,-0.298738
fabric,5000,odasc_aio,6,-0.062710,-0.283374,-0.004854,-0.175367,-0.270011,-0.256545,-0.038962
fabric,5000,odasc_aio,7,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
fabric,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.141755
fabric,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.141755
fabric,5000,odasc_aio,10,-0.093493,-0.336003,-0.179612,-0.377530,-0.202048,-0.356309,-0.337644
fabric,5000,odasc_aio,11,-0.080135,-0.291152,-0.262136,-0.423190,-0.296306,-0.372098,-0.083284
fabric,5000,odasc_aio,12,-0.187764,-0.301331,-0.548544,-0.292231,-0.290973,-0.246464,-0.092897
fabric,5000,odasc_aio,13,-0.432442,-0.315973,-0.266990,-0.419023,-0.255246,-0.287369,-0.236268
fabric,5000,odasc_aio,14,-0.094499,-0.303636,-0.087379,-0.178537,-0.193085,-0.281243,-0.021835
fabric,5000,odasc_aio,15,-0.237116,-0.344194,-0.422330,-0.434892,-0.329837,-0.457404,-0.034056
fabric,5000,odasc_aio,16,-0.361136,-0.328602,-0.095510,-0.321000,-0.501778,-0.469087,-0.132653
fabric,5000,odasc_aio,17,-0.248052,-0.352072,-0.004854,-0.214190,-0.287879,-0.527802,-0.858245
fabric,5000,odasc_aio,18,-0.077862,-0.299613,-0.203883,-0.289163,-0.238224,-0.295286,-0.406862
fabric,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.141755
fabric,5000,odasc_aio,20,-0.084715,-0.327351,-0.019417,-0.256365,-0.278547,-0.441367,-0.178506
fabric,5000,odasc_aio,21,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.141755
fabric,5000,odasc_aio,22,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.141755
googleflutter,5000,odasc_aio,0,-0.126695,-0.329125,-0.432773,-0.199250,-0.280872,-0.378511,-0.330217
googleflutter,5000,odasc_aio,1,-0.070587,-0.288290,-0.773109,-0.256933,-0.437899,-0.199693,-0.127121
googleflutter,5000,odasc_aio,2,-0.065839,-0.293713,-0.336134,-0.097169,-0.362177,-0.303878,-0.124321
googleflutter,5000,odasc_aio,3,-0.106206,-0.353432,-0.163866,-0.377445,-0.449619,-0.314215,-0.432589
googleflutter,5000,odasc_aio,4,-0.074145,-0.271863,-0.046218,-0.135240,-0.500462,-0.326843,-0.116085
googleflutter,5000,odasc_aio,5,-0.318010,-0.272667,-0.512605,-0.352615,-0.313896,-0.285398,-0.358734
googleflutter,5000,odasc_aio,6,-0.177793,-0.260648,-0.554622,-0.195995,-0.258916,-0.219566,-0.403393
googleflutter,5000,odasc_aio,7,-0.217694,-0.302169,-0.176471,-0.215312,-0.353967,-0.350725,-0.146372
googleflutter,5000,odasc_aio,8,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
googleflutter,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-0.102928
googleflutter,5000,odasc_aio,10,-0.255206,-0.300592,-0.151261,-0.302947,-0.341207,-0.351870,-0.263816
googleflutter,5000,odasc_aio,11,-0.218360,-0.288149,-0.546218,-0.155532,-0.232844,-0.301406,-0.052483
googleflutter,5000,odasc_aio,12,-0.338853,-0.292952,-1.000000,-0.272206,-0.346762,-0.339245,-0.179913
googleflutter,5000,odasc_aio,13,-0.126071,-0.310572,-0.512605,-0.231745,-0.309051,-0.328873,-0.337239
googleflutter,5000,odasc_aio,14,-0.362424,-0.321925,-0.100840,-0.207516,-0.317703,-0.450051,-0.040912
googleflutter,5000,odasc_aio,15,-0.319242,-0.275774,-0.369748,-0.278074,-0.191822,-0.206285,-0.112914
googleflutter,5000,odasc_aio,16,-0.168352,-0.266742,-0.373950,-0.130435,-0.233694,-0.113024,-0.049601
googleflutter,5000,odasc_aio,17,-0.082178,-0.280719,-0.516807,-0.188684,-0.418101,-0.178731,-0.897072
googleflutter,5000,odasc_aio,18,-0.247190,-0.272176,-0.021008,-0.143939,-0.366297,-0.145634,-0.771290
googleflutter,5000,odasc_aio,19,-0.208474,-0.265203,-0.327731,-0.111658,-0.406366,-0.189541,-0.129962
googleflutter,5000,odasc_aio,20,-0.114748,-0.327745,-0.848739,-0.320210,-0.410054,-0.377088,-0.260151
googleflutter,5000,odasc_aio,21,-0.218718,-0.260189,-0.025210,-0.147073,-0.238060,-0.155559,-0.163523
googleflutter,5000,odasc_aio,22,-0.131506,-0.270276,-0.319328,-0.116107,-0.205000,-0.229229,-0.128727
homebrew,5000,odasc_aio,0,-0.309652,-0.598845,-0.497899,-0.266777,-0.284974,-0.488214,-0.466782
homebrew,5000,odasc_aio,1,-0.619034,-0.541412,-1.000000,-0.390013,-0.483327,-0.481711,-0.139698
homebrew,5000,odasc_aio,2,-0.649813,-0.576308,-0.892857,-0.353781,-0.486823,-0.620694,-0.151274
homebrew,5000,odasc_aio,3,-0.433559,-0.542743,-0.077731,-0.213018,-0.394795,-0.603442,-0.534082
homebrew,5000,odasc_aio,4,-0.828041,-0.553458,-0.014706,-0.343862,-0.344547,-0.471199,-0.260994
homebrew,5000,odasc_aio,5,-0.483166,-0.554305,-0.584034,-0.599435,-0.300440,-0.428275,-0.402160
homebrew,5000,odasc_aio,6,-0.573360,-0.561150,-0.228992,-0.410932,-0.328196,-0.542013,-0.526760
homebrew,5000,odasc_aio,7,-0.776094,-0.551842,-0.987395,-0.306612,-0.408031,-0.507739,-0.157235
homebrew,5000,odasc_aio,8,-0.755099,-0.565151,-0.136555,-0.367831,-0.318343,-0.485575,-0.051166
homebrew,5000,odasc_aio,9,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
homebrew,5000,odasc_aio,10,-0.415533,-0.525252,-0.981092,-0.327663,-0.323277,-0.574494,-0.279546
homebrew,5000,odasc_aio,11,-0.951645,-0.582164,-0.785714,-0.466202,-0.390009,-0.507519,-0.071965
homebrew,5000,odasc_aio,12,-0.515563,-0.614301,-0.302521,-0.327492,-0.336498,-0.623815,-0.255551
homebrew,5000,odasc_aio,13,-0.835808,-0.599198,-0.590336,-0.435950,-0.385704,-0.576264,-0.384687
homebrew,5000,odasc_aio,14,-0.708507,-0.575840,-0.966387,-0.636478,-0.385866,-0.606279,-0.054816
homebrew,5000,odasc_aio,15,-0.771009,-0.547243,-0.514706,-0.535890,-0.369891,-0.450310,-0.147516
homebrew,5000,odasc_aio,16,-0.647007,-0.547784,-0.376050,-0.377047,-0.407378,-0.459472,-0.056825
homebrew,5000,odasc_aio,17,-0.632468,-0.540995,-0.367647,-0.380696,-0.417322,-0.450772,-1.000000
homebrew,5000,odasc_aio,18,-0.926509,-0.536348,-0.008403,-0.270709,-0.295820,-0.375236,-0.951879
homebrew,5000,odasc_aio,19,-0.964202,-0.519005,-0.193277,-0.337346,-0.399801,-0.414824,-0.365594
homebrew,5000,odasc_aio,20,-0.568772,-0.588796,-0.813025,-0.385649,-0.260381,-0.651548,-0.290756
homebrew,5000,odasc_aio,21,-0.720437,-0.538883,-0.000000,-0.206328,-0.302110,-0.375949,-0.418380
homebrew,5000,odasc_aio,22,-0.826902,-0.540554,-0.224790,-0.316206,-0.287690,-0.489185,-0.298121
jgroups,5000,odasc_aio,0,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,1,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,2,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,3,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,4,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,5,-0.136995,-0.373667,-0.219780,-0.360134,-0.339837,-0.375910,-0.558112
jgroups,5000,odasc_aio,6,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,7,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,8,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,9,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,10,nan,nan,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
jgroups,5000,odasc_aio,11,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,12,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,13,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,14,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,15,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,16,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,17,-0.688913,-0.348737,-0.780220,-0.527081,-0.247154,-0.411157,-0.196039
jgroups,5000,odasc_aio,18,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
jgroups,5000,odasc_aio,19,nan,nan,nan,-0.000000,-0.000000,-0.000000,-1.000000
