target_project,time_steps,method,cp_id,spearman_cor,js_div,defect_ratio,median_feature,maximum_feature,std_feature,n_commit
tensorflow,1000,odasc_aio,11,-0.028672,-0.257183,-0.387883,-0.187148,-0.314523,-0.16639,-0.107183
tensorflow,1000,odasc_aio,12,-0.134666,-0.286518,-0.314479,-0.195424,-0.536589,-0.271438,-0.227758
tensorflow,1000,odasc_aio,13,-0.081851,-0.276321,-0.23682,-0.251675,-0.380528,-0.229983,-0.392456
tensorflow,1000,odasc_aio,14,-0.199085,-0.275364,-0.563415,-0.195424,-0.286505,-0.270088,-0.118339
tensorflow,1000,odasc_aio,15,-0.138519,-0.3488,-0.690011,-0.485743,-0.503453,-0.376944,-0.182605
tensorflow,1000,odasc_aio,16,-0.131866,-0.295212,-0.122579,-0.217878,-0.312991,-0.222722,-0.002345
tensorflow,1000,odasc_aio,17,-0.087964,-0.314719,-0.095095,-0.325548,-0.425058,-0.290257,-0.978103
tensorflow,1000,odasc_aio,18,-0.032073,-0.289032,-0.300414,-0.339021,-0.460311,-0.278331,-0.751923
tensorflow,1000,odasc_aio,19,nan,nan,0,0,0,0,0
tensorflow,1000,odasc_aio,20,-0.049101,-0.294623,-0.174054,-0.341564,-0.436248,-0.312469,-0.338031
tensorflow,1000,odasc_aio,21,-0.164144,-0.29555,-0.25467,-0.234629,-0.262731,-0.263119,-0.027333
tensorflow,1000,odasc_aio,22,-0.099337,-0.288568,-0.215308,-0.169689,-0.343543,-0.241514,-0.044868
tomcat,1000,odasc_aio,0,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,1,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,2,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,3,-0.242625,-0.315815,-0.585399,-0.485197,-0.469957,-0.474761,-0.07919
tomcat,1000,odasc_aio,4,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,5,-0.050266,-0.2863,-0.905512,-0.223968,-0.379516,-0.420389,-0.325591
tomcat,1000,odasc_aio,6,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,7,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,8,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,9,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,10,-0.170407,-0.394772,-0.755906,-0.396985,-0.47396,-0.625558,-0.864303
tomcat,1000,odasc_aio,11,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,12,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,13,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,14,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,15,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,16,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,17,-0.348213,-0.284613,-1,-0.290534,-0.462087,-0.516646,-0.566422
tomcat,1000,odasc_aio,18,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,19,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,20,nan,nan,0,0,0,0,0
tomcat,1000,odasc_aio,21,nan,nan,nan,0,0,0,-0.135697
tomcat,1000,odasc_aio,22,nan,nan,nan,0,0,0,-0.135697
vscode,1000,odasc_aio,0,-0.179635,-0.350785,-0.590147,-0.271349,-0.384952,-0.384647,-0.298408
vscode,1000,odasc_aio,1,-0.069934,-0.288506,-0.950229,-0.326213,-0.472958,-0.260245,-0.21982
vscode,1000,odasc_aio,2,-0.233468,-0.287477,-0.768131,-0.439932,-0.40919,-0.196938,-0.183743
vscode,1000,odasc_aio,3,-0.287909,-0.323245,-0.705373,-0.50722,-0.599041,-0.500803,-0.454871
vscode,1000,odasc_aio,4,-0.16601,-0.298066,-0.116896,-0.380525,-0.405822,-0.28476,-0.061552
vscode,1000,odasc_aio,5,-0.258558,-0.278537,-0.784592,-0.607936,-0.475352,-0.34136,-0.436722
vscode,1000,odasc_aio,6,-0.201971,-0.35274,-0.410106,-0.557708,-0.45253,-0.326752,-0.365594
vscode,1000,odasc_aio,7,-0.261949,-0.327628,-0.787678,-0.459892,-0.516282,-0.331251,-0.229084
vscode,1000,odasc_aio,8,-0.084019,-0.329593,-0.047713,-0.404966,-0.318472,-0.19763,-0.026166
vscode,1000,odasc_aio,9,nan,nan,nan,0,0,0,-0.022247
vscode,1000,odasc_aio,10,-0.300011,-0.33206,-0.952287,-0.361588,-0.463069,-0.331812,-0.366552
vscode,1000,odasc_aio,11,-0.209934,-0.283948,-0.827801,-0.390657,-0.378018,-0.220125,-0.10442
vscode,1000,odasc_aio,12,-0.25462,-0.316009,-0.802081,-0.398077,-0.444564,-0.400021,-0.225142
vscode,1000,odasc_aio,13,-0.486067,-0.300751,-0.804139,-0.443277,-0.44453,-0.312212,-0.391671
vscode,1000,odasc_aio,14,-0.310467,-0.2997,-0.887472,-0.386999,-0.473676,-0.372218,-0.118116
vscode,1000,odasc_aio,15,-0.244693,-0.29754,-0.884386,-0.548233,-0.327394,-0.36103,-0.182608
vscode,1000,odasc_aio,16,-0.270082,-0.327805,-0.130777,-0.083858,-0.203032,-0.212858,-0.005011
vscode,1000,odasc_aio,17,-0.15571,-0.288243,-0.696114,-0.377146,-0.526373,-0.335014,-0.977753
vscode,1000,odasc_aio,18,-0.11599,-0.310567,-0.472863,-0.388284,-0.512002,-0.35748,-0.746754
vscode,1000,odasc_aio,19,-0.302617,-0.37686,-0.497538,-0.406235,-0.264405,-0.312284,-0.017593
vscode,1000,odasc_aio,20,-0.249548,-0.299073,-0.7599,-0.373419,-0.548483,-0.261448,-0.335842
vscode,1000,odasc_aio,21,nan,nan,0,0,0,0,0
vscode,1000,odasc_aio,22,-0.142072,-0.331348,-0.014747,-0.07527,-0.159209,-0.204772,-0.012693
wp-calypso,1000,odasc_aio,0,-0.134193,-0.340609,-0.484324,-0.159123,-0.201008,-0.32588,-0.294252
wp-calypso,1000,odasc_aio,1,-0.174383,-0.350097,-0.410026,-0.229387,-0.21328,-0.271778,-0.219824
wp-calypso,1000,odasc_aio,2,-0.164487,-0.315424,-0.328108,-0.262552,-0.277299,-0.231984,-0.181918
wp-calypso,1000,odasc_aio,3,-0.189819,-0.331092,-0.339538,-0.321694,-0.373745,-0.39169,-0.452617
wp-calypso,1000,odasc_aio,4,-0.071128,-0.317976,-0.078544,-0.253053,-0.214641,-0.242208,-0.058645
wp-calypso,1000,odasc_aio,5,-0.524557,-0.358921,-0.688166,-0.524427,-0.279994,-0.370069,-0.436388
wp-calypso,1000,odasc_aio,6,-0.208212,-0.330928,-0.745318,-0.286659,-0.361905,-0.323276,-0.361134
wp-calypso,1000,odasc_aio,7,-0.295406,-0.323914,-0.364304,-0.227657,-0.328774,-0.378449,-0.227927
wp-calypso,1000,odasc_aio,8,-0.234683,-0.298567,-0.022425,-0.205873,-0.16914,-0.209408,-0.023328
wp-calypso,1000,odasc_aio,9,nan,nan,nan,0,0,0,-0.022302
wp-calypso,1000,odasc_aio,10,-0.275647,-0.336914,-0.970117,-0.299582,-0.281147,-0.332791,-0.367184
wp-calypso,1000,odasc_aio,11,-0.108815,-0.330649,-0.627204,-0.321119,-0.215927,-0.244133,-0.103226
wp-calypso,1000,odasc_aio,12,-0.220761,-0.352794,-0.573862,-0.320466,-0.391096,-0.40041,-0.224021
wp-calypso,1000,odasc_aio,13,-0.256241,-0.334908,-0.79104,-0.362782,-0.339991,-0.276884,-0.390334
wp-calypso,1000,odasc_aio,14,-0.401912,-0.33448,-0.147126,-0.198294,-0.335417,-0.348964,-0.117223
wp-calypso,1000,odasc_aio,15,-0.318921,-0.37928,-0.543381,-0.400899,-0.23306,-0.290914,-0.182208
wp-calypso,1000,odasc_aio,16,-0.18342,-0.331134,-0.290075,-0.154061,-0.212405,-0.175234,-0.005626
wp-calypso,1000,odasc_aio,17,-0.195148,-0.347713,-0.379545,-0.263098,-0.293861,-0.342917,-0.977698
wp-calypso,1000,odasc_aio,18,-0.08739,-0.341831,-0.018615,-0.240394,-0.273365,-0.348171,-0.744726
wp-calypso,1000,odasc_aio,19,-0.405602,-0.47748,-0.977575,-0.361439,-0.325727,-0.400825,-0.02027
wp-calypso,1000,odasc_aio,20,-0.234751,-0.35912,-0.370019,-0.240729,-0.232375,-0.251848,-0.335082
wp-calypso,1000,odasc_aio,21,-0.238632,-0.25274,-0.916775,-0.142565,-0.480707,-0.353987,-0.011207
wp-calypso,1000,odasc_aio,22,nan,nan,0,0,0,0,0
