target_project,used_project,wait_days,method,n_tree_bst,theta_imb_bst,theta_cl_bst,gmean_bst,r1_bst,r0_bst,mcc_bst
django,['jgroups'],15,pbsa_aio,20,0.99,0,0.58484,0.64149,0.59864,0.26671
django,['ansible'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['brackets'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['broadleaf'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['camel'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['corefx'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['fabric'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['googleflutter'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['homebrew'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['neutron'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['node'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['nova'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['npm'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['panda'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['pytorch'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['rust'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['tensorflow'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['tomcat'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['vscode'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['rails'],15,pbsa_aio,20,0.99,0,0.47548,0.70672,0.44772,0.1794
elasticsearch,['elasticsearch'],15,odasc,10,0.999,0.8,0.26912,0.11345,0.93529,0.09622
elasticsearch,['broadleaf'],15,odasc_aio,10,0.999,0.8,0.5584,0.55382,0.68473,0.26523
elasticsearch,['rails'],15,odasc_aio,10,0.999,0.8,0.53599,0.57913,0.60646,0.21074
elasticsearch,['camel'],15,odasc_aio,10,0.999,0.8,0.52408,0.37116,0.86287,0.28817
elasticsearch,['node'],15,odasc_aio,10,0.999,0.8,0.50786,0.53922,0.62366,0.19107
elasticsearch,['django'],15,odasc_aio,10,0.999,0.8,0.46655,0.45775,0.67157,0.16066
elasticsearch,['panda'],15,odasc_aio,10,0.999,0.8,0.46584,0.2598,0.90593,0.218
elasticsearch,['jgroups'],15,odasc_aio,10,0.999,0.8,0.39434,0.26169,0.82713,0.13108
elasticsearch,['tomcat'],15,odasc_aio,10,0.999,0.8,0.35015,0.39175,0.66083,0.08445
elasticsearch,['rust'],15,odasc_aio,10,0.999,0.8,0.3039,0.13464,0.92537,0.1033
elasticsearch,['nova'],15,odasc_aio,10,0.999,0.8,0.28508,0.12119,0.93259,0.10226
elasticsearch,['ansible'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['brackets'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['corefx'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['fabric'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['googleflutter'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['homebrew'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['neutron'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['pytorch'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['tensorflow'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['vscode'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['wp-calypso'],15,odasc_aio,10,0.999,0.8,0.26801,0.11235,0.93592,0.09593
elasticsearch,['npm'],15,odasc_aio,10,0.999,0.8,0.22981,0.0745,0.94668,0.05314
elasticsearch,['elasticsearch'],15,oob,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['broadleaf'],15,oob_aio,30,0.99,-1,0.53662,0.50723,0.72097,0.26992
elasticsearch,['node'],15,oob_aio,30,0.99,-1,0.53539,0.50297,0.70091,0.24575
elasticsearch,['jgroups'],15,oob_aio,30,0.99,-1,0.51161,0.60646,0.58588,0.21839
elasticsearch,['npm'],15,oob_aio,30,0.99,-1,0.49721,0.33317,0.83252,0.18585
elasticsearch,['rails'],15,oob_aio,30,0.99,-1,0.48495,0.44878,0.72663,0.21596
elasticsearch,['ansible'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['brackets'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['corefx'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['fabric'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['googleflutter'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['homebrew'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['neutron'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['pytorch'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['tensorflow'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['vscode'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['wp-calypso'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['django'],15,oob_aio,30,0.99,-1,0.4703,0.49689,0.60192,0.12498
elasticsearch,['rust'],15,oob_aio,30,0.99,-1,0.46295,0.27005,0.88586,0.1941
elasticsearch,['camel'],15,oob_aio,30,0.99,-1,0.46036,0.30801,0.84358,0.18901
elasticsearch,['tomcat'],15,oob_aio,30,0.99,-1,0.45467,0.46018,0.70034,0.21637
elasticsearch,['nova'],15,oob_aio,30,0.99,-1,0.4451,0.24134,0.90459,0.19074
elasticsearch,['panda'],15,oob_aio,30,0.99,-1,0.43302,0.21554,0.90709,0.17014
elasticsearch,['elasticsearch'],15,pbsa,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['jgroups'],15,pbsa_aio,20,0.99,0,0.52296,0.62844,0.57744,0.23181
elasticsearch,['broadleaf'],15,pbsa_aio,20,0.99,0,0.51757,0.42486,0.7729,0.24389
elasticsearch,['node'],15,pbsa_aio,20,0.99,0,0.50632,0.48343,0.68741,0.21252
elasticsearch,['rails'],15,pbsa_aio,20,0.99,0,0.48451,0.44953,0.72444,0.21552
elasticsearch,['npm'],15,pbsa_aio,20,0.99,0,0.48075,0.31151,0.84359,0.17237
elasticsearch,['django'],15,pbsa_aio,20,0.99,0,0.44694,0.5137,0.5714,0.10909
elasticsearch,['ansible'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['brackets'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['corefx'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['fabric'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['googleflutter'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['homebrew'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['neutron'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['pytorch'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['tensorflow'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['vscode'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['panda'],15,pbsa_aio,20,0.99,0,0.44146,0.22388,0.90705,0.17966
elasticsearch,['tomcat'],15,pbsa_aio,20,0.99,0,0.43654,0.46379,0.68346,0.19395
elasticsearch,['rust'],15,pbsa_aio,20,0.99,0,0.43391,0.23823,0.89693,0.17313
elasticsearch,['camel'],15,pbsa_aio,20,0.99,0,0.41812,0.36009,0.74293,0.14396
elasticsearch,['nova'],15,pbsa_aio,20,0.99,0,0.41721,0.21285,0.91311,0.1703
fabric,['fabric'],15,odasc,30,0.95,0.9,0.55803,0.43579,0.77608,0.22335
fabric,['rust'],15,odasc_aio,30,0.95,0.9,0.61381,0.54275,0.70701,0.25798
fabric,['elasticsearch'],15,odasc_aio,30,0.95,0.9,0.59696,0.47871,0.78438,0.28349
fabric,['neutron'],15,odasc_aio,30,0.95,0.9,0.56823,0.64091,0.62757,0.30069
fabric,['ansible'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['brackets'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['corefx'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['googleflutter'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['homebrew'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['pytorch'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['tensorflow'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['vscode'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['wp-calypso'],15,odasc_aio,30,0.95,0.9,0.5603,0.44148,0.7719,0.22404
fabric,['camel'],15,odasc_aio,30,0.95,0.9,0.54734,0.7703,0.47919,0.28724
fabric,['broadleaf'],15,odasc_aio,30,0.95,0.9,0.52445,0.32365,0.86533,0.22275
fabric,['npm'],15,odasc_aio,30,0.95,0.9,0.5029,0.60403,0.52182,0.14332
fabric,['node'],15,odasc_aio,30,0.95,0.9,0.47743,0.48082,0.64186,0.14317
fabric,['rails'],15,odasc_aio,30,0.95,0.9,0.4765,0.79615,0.38501,0.20353
fabric,['nova'],15,odasc_aio,30,0.95,0.9,0.46437,0.74504,0.3938,0.15716
fabric,['panda'],15,odasc_aio,30,0.95,0.9,0.44528,0.71859,0.46895,0.22569
fabric,['django'],15,odasc_aio,30,0.95,0.9,0.44275,0.67853,0.37567,0.08282
fabric,['jgroups'],15,odasc_aio,30,0.95,0.9,0.44197,0.62573,0.37476,0.01553
fabric,['tomcat'],15,odasc_aio,30,0.95,0.9,0.37688,0.79112,0.21662,0.03362
fabric,['fabric'],15,oob,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['npm'],15,oob_aio,10,0.95,-1,0.61429,0.59544,0.67085,0.28114
fabric,['elasticsearch'],15,oob_aio,10,0.95,-1,0.5921,0.48243,0.76953,0.27131
fabric,['rust'],15,oob_aio,10,0.95,-1,0.57874,0.50988,0.67114,0.18739
fabric,['camel'],15,oob_aio,10,0.95,-1,0.54467,0.69358,0.54878,0.27852
fabric,['neutron'],15,oob_aio,10,0.95,-1,0.52787,0.39087,0.79438,0.20469
fabric,['ansible'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['brackets'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['corefx'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['googleflutter'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['homebrew'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['pytorch'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['tensorflow'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['vscode'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['wp-calypso'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['rails'],15,oob_aio,10,0.95,-1,0.50784,0.70049,0.49155,0.21819
fabric,['node'],15,oob_aio,10,0.95,-1,0.48717,0.47292,0.67635,0.1791
fabric,['nova'],15,oob_aio,10,0.95,-1,0.47822,0.6163,0.52594,0.17395
fabric,['panda'],15,oob_aio,10,0.95,-1,0.47654,0.45096,0.6972,0.18339
fabric,['tomcat'],15,oob_aio,10,0.95,-1,0.46782,0.71698,0.37756,0.1228
fabric,['django'],15,oob_aio,10,0.95,-1,0.46124,0.5886,0.49309,0.10536
fabric,['jgroups'],15,oob_aio,10,0.95,-1,0.45779,0.55166,0.48875,0.05686
fabric,['broadleaf'],15,oob_aio,10,0.95,-1,0.44309,0.2219,0.90511,0.17382
fabric,['fabric'],15,pbsa,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.60222,0.50545,0.74702,0.27115
fabric,['node'],15,pbsa_aio,20,0.99,0,0.54668,0.68133,0.5435,0.24936
fabric,['broadleaf'],15,pbsa_aio,20,0.99,0,0.53678,0.60021,0.62003,0.2524
fabric,['camel'],15,pbsa_aio,20,0.99,0,0.53252,0.65338,0.54423,0.22358
fabric,['tomcat'],15,pbsa_aio,20,0.99,0,0.52575,0.7672,0.43057,0.22377
fabric,['npm'],15,pbsa_aio,20,0.99,0,0.52249,0.51553,0.63545,0.17069
fabric,['rails'],15,pbsa_aio,20,0.99,0,0.50706,0.72269,0.45251,0.19727
fabric,['nova'],15,pbsa_aio,20,0.99,0,0.47953,0.63659,0.48357,0.14383
fabric,['ansible'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['brackets'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['corefx'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['googleflutter'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['homebrew'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['pytorch'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['tensorflow'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['vscode'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['panda'],15,pbsa_aio,20,0.99,0,0.47602,0.44452,0.71255,0.19942
fabric,['jgroups'],15,pbsa_aio,20,0.99,0,0.47392,0.6847,0.42769,0.12703
fabric,['neutron'],15,pbsa_aio,20,0.99,0,0.4702,0.29926,0.83076,0.15753
fabric,['django'],15,pbsa_aio,20,0.99,0,0.45755,0.63909,0.4477,0.10432
fabric,['rust'],15,pbsa_aio,20,0.99,0,0.32617,0.88504,0.13913,0.04254
googleflutter,['googleflutter'],15,odasc,5,0.9,0.8,nan,nan,1,nan
googleflutter,['ansible'],15,odasc_aio,5,0.9,0.8,nan,nan,0.7388,nan
googleflutter,['brackets'],15,odasc_aio,5,0.9,0.8,nan,nan,0.47791,nan
googleflutter,['broadleaf'],15,odasc_aio,5,0.9,0.8,nan,nan,0.86931,nan
googleflutter,['camel'],15,odasc_aio,5,0.9,0.8,nan,nan,0.73149,nan
googleflutter,['corefx'],15,odasc_aio,5,0.9,0.8,nan,nan,0.99157,nan
googleflutter,['django'],15,odasc_aio,5,0.9,0.8,nan,nan,0.65596,nan
googleflutter,['elasticsearch'],15,odasc_aio,5,0.9,0.8,nan,nan,0.68862,nan
googleflutter,['fabric'],15,odasc_aio,5,0.9,0.8,nan,nan,0.89476,nan
googleflutter,['homebrew'],15,odasc_aio,5,0.9,0.8,nan,nan,1,nan
googleflutter,['jgroups'],15,odasc_aio,5,0.9,0.8,nan,nan,0.80486,nan
googleflutter,['neutron'],15,odasc_aio,5,0.9,0.8,nan,nan,0.75279,nan
googleflutter,['node'],15,odasc_aio,5,0.9,0.8,nan,nan,0.81089,nan
googleflutter,['nova'],15,odasc_aio,5,0.9,0.8,nan,nan,0.70528,nan
googleflutter,['npm'],15,odasc_aio,5,0.9,0.8,nan,nan,0.81594,nan
googleflutter,['panda'],15,odasc_aio,5,0.9,0.8,nan,nan,0.77649,nan
googleflutter,['pytorch'],15,odasc_aio,5,0.9,0.8,nan,nan,0.95797,nan
googleflutter,['rails'],15,odasc_aio,5,0.9,0.8,nan,nan,0.61295,nan
googleflutter,['rust'],15,odasc_aio,5,0.9,0.8,nan,nan,0.87928,nan
googleflutter,['tensorflow'],15,odasc_aio,5,0.9,0.8,nan,nan,1,nan
googleflutter,['tomcat'],15,odasc_aio,5,0.9,0.8,nan,nan,0.74561,nan
googleflutter,['vscode'],15,odasc_aio,5,0.9,0.8,nan,nan,1,nan
googleflutter,['wp-calypso'],15,odasc_aio,5,0.9,0.8,nan,nan,0.98093,nan
googleflutter,['googleflutter'],15,oob,5,0.9,-1,nan,nan,1,nan
googleflutter,['ansible'],15,oob_aio,5,0.9,-1,nan,nan,0.86116,nan
googleflutter,['brackets'],15,oob_aio,5,0.9,-1,nan,nan,0.68209,nan
googleflutter,['broadleaf'],15,oob_aio,5,0.9,-1,nan,nan,0.81791,nan
googleflutter,['camel'],15,oob_aio,5,0.9,-1,nan,nan,0.78593,nan
googleflutter,['corefx'],15,oob_aio,5,0.9,-1,nan,nan,0.99185,nan
googleflutter,['django'],15,oob_aio,5,0.9,-1,nan,nan,0.70163,nan
googleflutter,['elasticsearch'],15,oob_aio,5,0.9,-1,nan,nan,0.82027,nan
googleflutter,['fabric'],15,oob_aio,5,0.9,-1,nan,nan,0.927,nan
googleflutter,['homebrew'],15,oob_aio,5,0.9,-1,nan,nan,1,nan
googleflutter,['jgroups'],15,oob_aio,5,0.9,-1,nan,nan,0.7824,nan
googleflutter,['neutron'],15,oob_aio,5,0.9,-1,nan,nan,0.79339,nan
googleflutter,['node'],15,oob_aio,5,0.9,-1,nan,nan,0.87034,nan
googleflutter,['nova'],15,oob_aio,5,0.9,-1,nan,nan,0.74861,nan
googleflutter,['npm'],15,oob_aio,5,0.9,-1,nan,nan,0.83209,nan
googleflutter,['panda'],15,oob_aio,5,0.9,-1,nan,nan,0.77316,nan
googleflutter,['pytorch'],15,oob_aio,5,0.9,-1,nan,nan,0.97253,nan
googleflutter,['rails'],15,oob_aio,5,0.9,-1,nan,nan,0.71976,nan
googleflutter,['rust'],15,oob_aio,5,0.9,-1,nan,nan,0.89463,nan
googleflutter,['tensorflow'],15,oob_aio,5,0.9,-1,nan,nan,1,nan
googleflutter,['tomcat'],15,oob_aio,5,0.9,-1,nan,nan,0.79271,nan
googleflutter,['vscode'],15,oob_aio,5,0.9,-1,nan,nan,1,nan
googleflutter,['wp-calypso'],15,oob_aio,5,0.9,-1,nan,nan,0.9738,nan
googleflutter,['googleflutter'],15,pbsa,20,0.99,0,nan,nan,1,nan
googleflutter,['ansible'],15,pbsa_aio,20,0.99,0,nan,nan,0.75176,nan
googleflutter,['brackets'],15,pbsa_aio,20,0.99,0,nan,nan,0.64838,nan
googleflutter,['broadleaf'],15,pbsa_aio,20,0.99,0,nan,nan,0.82601,nan
googleflutter,['camel'],15,pbsa_aio,20,0.99,0,nan,nan,0.64245,nan
googleflutter,['corefx'],15,pbsa_aio,20,0.99,0,nan,nan,0.94265,nan
googleflutter,['django'],15,pbsa_aio,20,0.99,0,nan,nan,0.74983,nan
googleflutter,['elasticsearch'],15,pbsa_aio,20,0.99,0,nan,nan,0.77815,nan
googleflutter,['fabric'],15,pbsa_aio,20,0.99,0,nan,nan,0.9485,nan
googleflutter,['homebrew'],15,pbsa_aio,20,0.99,0,nan,nan,1,nan
googleflutter,['jgroups'],15,pbsa_aio,20,0.99,0,nan,nan,0.88063,nan
googleflutter,['neutron'],15,pbsa_aio,20,0.99,0,nan,nan,0.74754,nan
googleflutter,['node'],15,pbsa_aio,20,0.99,0,nan,nan,0.85015,nan
googleflutter,['nova'],15,pbsa_aio,20,0.99,0,nan,nan,0.84671,nan
googleflutter,['npm'],15,pbsa_aio,20,0.99,0,nan,nan,0.89111,nan
googleflutter,['panda'],15,pbsa_aio,20,0.99,0,nan,nan,0.76378,nan
googleflutter,['pytorch'],15,pbsa_aio,20,0.99,0,nan,nan,0.88424,nan
googleflutter,['rails'],15,pbsa_aio,20,0.99,0,nan,nan,0.66617,nan
googleflutter,['rust'],15,pbsa_aio,20,0.99,0,nan,nan,0.78261,nan
googleflutter,['tensorflow'],15,pbsa_aio,20,0.99,0,nan,nan,1,nan
googleflutter,['tomcat'],15,pbsa_aio,20,0.99,0,nan,nan,0.72123,nan
googleflutter,['vscode'],15,pbsa_aio,20,0.99,0,nan,nan,1,nan
googleflutter,['wp-calypso'],15,pbsa_aio,20,0.99,0,nan,nan,0.97968,nan
homebrew,['homebrew'],15,odasc,15,0.95,0.8,0,0,1,0
homebrew,['googleflutter'],15,odasc_aio,15,0.95,0.8,0.26099,0.1163,0.99864,0.19026
homebrew,['pytorch'],15,odasc_aio,15,0.95,0.8,0.21306,0.7396,0.12164,-0.06154
homebrew,['tensorflow'],15,odasc_aio,15,0.95,0.8,0.03863,0.99793,0.01206,0.02483
homebrew,['ansible'],15,odasc_aio,15,0.95,0.8,0.02254,1,0.00741,0.01617
homebrew,['vscode'],15,odasc_aio,15,0.95,0.8,0.01156,0.99962,0.00656,0.00762
homebrew,['rust'],15,odasc_aio,15,0.95,0.8,0.00574,0.98648,0.00534,-0.02302
homebrew,['brackets'],15,odasc_aio,15,0.95,0.8,0.00436,0.99966,0.00531,0.00178
homebrew,['broadleaf'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['camel'],15,odasc_aio,15,0.95,0.8,0.00307,0.99959,0.00521,0.00063
homebrew,['corefx'],15,odasc_aio,15,0.95,0.8,0.00307,0.99331,0.00521,-0.01835
homebrew,['django'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['elasticsearch'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['fabric'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['jgroups'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['neutron'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['node'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['nova'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['npm'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['panda'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['rails'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['tomcat'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['wp-calypso'],15,odasc_aio,15,0.95,0.8,0.00307,1,0.00521,0.00217
homebrew,['homebrew'],15,oob,10,0.95,-1,0,0,1,0
homebrew,['googleflutter'],15,oob_aio,10,0.95,-1,0.18125,0.81943,0.34957,0.10716
homebrew,['pytorch'],15,oob_aio,10,0.95,-1,0.17025,0.92724,0.04673,0.00191
homebrew,['vscode'],15,oob_aio,10,0.95,-1,0.07606,0.99671,0.0229,0.05121
homebrew,['tensorflow'],15,oob_aio,10,0.95,-1,0.05577,0.99793,0.01564,0.03789
homebrew,['rust'],15,oob_aio,10,0.95,-1,0.02425,0.98934,0.00879,-0.00377
homebrew,['brackets'],15,oob_aio,10,0.95,-1,0.01775,0.99748,0.00634,0.00245
homebrew,['ansible'],15,oob_aio,10,0.95,-1,0.01195,1,0.00603,0.00851
homebrew,['elasticsearch'],15,oob_aio,10,0.95,-1,0.01045,0.99011,0.00561,-0.01772
homebrew,['camel'],15,oob_aio,10,0.95,-1,0.00726,0.99634,0.00538,-0.00757
homebrew,['node'],15,oob_aio,10,0.95,-1,0.00486,1,0.00531,0.00344
homebrew,['broadleaf'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['corefx'],15,oob_aio,10,0.95,-1,0.00307,0.99331,0.00521,-0.01835
homebrew,['django'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['fabric'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['jgroups'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['neutron'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['nova'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['npm'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['panda'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['rails'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['tomcat'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['wp-calypso'],15,oob_aio,10,0.95,-1,0.00307,1,0.00521,0.00217
homebrew,['homebrew'],15,pbsa,20,0.99,0,0,0,1,0
homebrew,['rails'],15,pbsa_aio,20,0.99,0,0.45548,0.81854,0.17737,0.21171
homebrew,['neutron'],15,pbsa_aio,20,0.99,0,0.40387,0.69952,0.26897,0.15117
homebrew,['tensorflow'],15,pbsa_aio,20,0.99,0,0.38596,0.32989,0.63482,-0.01388
homebrew,['vscode'],15,pbsa_aio,20,0.99,0,0.38154,0.32738,0.51704,-0.03066
homebrew,['node'],15,pbsa_aio,20,0.99,0,0.37886,0.62734,0.21114,0.05213
homebrew,['camel'],15,pbsa_aio,20,0.99,0,0.3766,0.36489,0.40687,-0.06547
homebrew,['googleflutter'],15,pbsa_aio,20,0.99,0,0.37017,0.27984,0.4104,0.00636
homebrew,['corefx'],15,pbsa_aio,20,0.99,0,0.36771,0.8482,0.12444,0.12781
homebrew,['rust'],15,pbsa_aio,20,0.99,0,0.35574,0.3332,0.3219,-0.09422
homebrew,['django'],15,pbsa_aio,20,0.99,0,0.34896,0.67578,0.15483,-0.01814
homebrew,['pytorch'],15,pbsa_aio,20,0.99,0,0.34481,0.24309,0.57338,-0.00283
homebrew,['nova'],15,pbsa_aio,20,0.99,0,0.31435,0.33301,0.55465,-0.14275
homebrew,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.31104,0.60859,0.13962,-0.17106
homebrew,['ansible'],15,pbsa_aio,20,0.99,0,0.2158,0.12417,0.65249,-0.05461
homebrew,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.19558,0.98864,0.05369,0.13055
homebrew,['panda'],15,pbsa_aio,20,0.99,0,0.0586,0.99655,0.016,0.0357
homebrew,['brackets'],15,pbsa_aio,20,0.99,0,0.03133,1,0.00796,0.02238
