,0,1,2,3,4,5,6,7,8,9
40,-0.5,-0.03318936121845874,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
41,-0.0714285714285714,-0.0059104341895885384,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0
42,-0.2857142857142857,-0.011138895203455332,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
43,-0.3571428571428571,-0.2266424187315299,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
44,-0.2857142857142857,-0.9540804728347352,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
45,-0.2142857142857143,-0.0025005683109797644,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0
46,-0.28571428571428575,-0.012957490338713344,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
47,-0.21428571428571425,-0.04455558081382132,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
48,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
49,-0.07142857142857145,-0.27119799954535123,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
50,-0.42857142857142855,-0.12571038872471016,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
51,-0.2142857142857143,-0.012957490338713344,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
52,-0.14285714285714285,-0.031143441691293475,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
53,-0.21428571428571425,-0.0136394635144351,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
54,-0.42857142857142855,-0.017731302568765626,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
55,-0.6428571428571428,-0.009320300068197318,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
56,-0.35714285714285715,-0.00136394635144351,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
57,-0.21428571428571425,-0.0972407148810877,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
58,-0.0714285714285714,-0.06887929074789725,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
59,-0.14285714285714285,-0.0972407148810877,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
60,-0.0714285714285714,-0.0006819731757217549,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
61,-0.0714285714285714,-0.006819731757217549,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
62,-0.28571428571428575,-0.010229597635826326,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
63,-0.2857142857142857,-0.011366219595362582,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
64,-0.14285714285714285,-0.03864514662423278,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0
65,-0.49999999999999994,-0.05569447601727665,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
66,-0.14285714285714288,-0.27119799954535123,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
67,-0.49999999999999994,-0.9986360536485565,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
68,-0.42857142857142855,-0.042055012502841556,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0
69,-0.3571428571428572,-0.2582405092066379,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
70,-0.2857142857142857,-0.2266424187315299,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
71,-0.07142857142857145,-0.27119799954535123,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
72,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
73,-0.5,-0.14548761082064104,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
74,-0.14285714285714285,-0.2582405092066379,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
75,-0.2142857142857143,-0.24005455785405774,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
76,-0.2857142857142857,-0.2575585360309161,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
77,-0.5,-0.2534666969765856,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
78,-0.7142857142857143,-0.2618776994771539,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0
79,-0.2857142857142857,-0.2725619458967947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
80,-0.2857142857142857,-0.17395728466426352,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
81,-0.14285714285714285,-0.20231870879745395,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
82,-0.2142857142857143,-0.17395728466426352,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
83,-0.14285714285714285,-0.27051602636962946,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
84,-0.14285714285714285,-0.26437826778813367,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
85,-0.3571428571428572,-0.26096840190952486,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
86,-0.21428571428571427,-0.25983177994998863,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
87,-0.2142857142857143,-0.23255285292111844,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0
88,-0.5714285714285714,-0.21550352352807456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
89,-0.07142857142857142,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
90,-0.5714285714285714,-0.7274380541032053,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
91,-0.5,-0.22914298704250965,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0
92,-0.1428571428571428,-0.11275289838599682,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
93,-0.2142857142857143,-0.08115480791088885,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
94,-0.42857142857142855,-0.12571038872471016,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
95,-0.5,-0.14548761082064104,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
96,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
97,-0.6428571428571428,-0.11275289838599682,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
98,-0.2857142857142857,-0.0945669470334167,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
99,-0.2142857142857143,-0.11207092521027506,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
100,-0.0,-0.10797908615594454,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
101,-0.2142857142857143,-0.11639008865651285,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
102,-0.7857142857142857,-0.12707433507615368,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
103,-0.2142857142857143,-0.02846967384362248,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
104,-0.35714285714285715,-0.05683109797681292,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
105,-0.2857142857142857,-0.02846967384362248,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
106,-0.35714285714285715,-0.12502841554898841,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
107,-0.35714285714285715,-0.11889065696749263,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
108,-0.1428571428571428,-0.11548079108888384,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
109,-0.7142857142857143,-0.11434416912934758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
110,-0.2857142857142857,-0.08706524210047739,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0
111,-0.0714285714285714,-0.07001591270743351,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
112,-0.5714285714285714,-0.14548761082064104,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
113,-0.0714285714285714,-0.8729256649238464,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
114,-0.0,-0.08365537622186861,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0
115,-0.5,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
116,-0.42857142857142855,-0.031598090475107976,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
117,-0.2142857142857143,-0.012957490338713344,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
118,-0.14285714285714285,-0.2582405092066379,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
119,-0.6428571428571428,-0.11275289838599682,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
120,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
121,-0.35714285714285715,-0.01818595135258013,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
122,-0.42857142857142855,-0.0006819731757217555,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
123,-0.6428571428571428,-0.004773812230052283,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
124,-0.8571428571428572,-0.0036371902705160265,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0
125,-0.14285714285714285,-0.014321436690156853,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
126,-0.42857142857142855,-0.08428322454237434,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
127,-0.2857142857142857,-0.0559218004091839,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
128,-0.35714285714285715,-0.08428322454237434,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
129,-0.2857142857142857,-0.012275517162991589,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
130,-0.2857142857142857,-0.006137758581495794,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
131,-0.5,-0.0027278927028870185,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
132,-0.07142857142857142,-0.0015912707433507617,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
133,-0.35714285714285715,-0.025687656285519438,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0
134,-0.7142857142857142,-0.04273698567856331,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
135,-0.07142857142857142,-0.2582405092066379,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
136,-0.7142857142857142,-0.9856785633098432,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
137,-0.6428571428571428,-0.02909752216412821,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0
138,-0.1428571428571429,-0.01818595135258013,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
139,-0.0714285714285714,-0.013412139122527846,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
140,-0.14285714285714285,-0.031143441691293475,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
141,-0.2142857142857143,-0.24005455785405774,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
142,-0.2857142857142857,-0.0945669470334167,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
143,-0.35714285714285715,-0.01818595135258013,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
145,-0.0714285714285714,-0.01750397817685838,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
146,-0.2857142857142857,-0.013412139122527849,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
147,-0.5,-0.02182314162309616,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
148,-0.5,-0.032507388042736986,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
149,-0.0714285714285714,-0.06609727318979422,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
150,-0.07142857142857145,-0.03773584905660377,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
151,-0.0,-0.06609727318979422,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
152,-0.07142857142857145,-0.030461468515571723,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
153,-0.07142857142857145,-0.024323709934075927,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
154,-0.1428571428571429,-0.020913844055467153,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
155,-0.4285714285714286,-0.019777222095930892,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
156,-0.0,-0.007501704932939307,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0
157,-0.3571428571428571,-0.024551034325983177,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
158,-0.2857142857142857,-0.24005455785405774,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
159,-0.3571428571428571,-0.967492611957263,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
160,-0.2857142857142857,-0.010911570811548081,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0
161,-0.07142857142857151,-0.0006819731757217555,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0
162,-0.0,-0.030916117299386224,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
163,-0.21428571428571425,-0.0136394635144351,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
164,-0.2857142857142857,-0.2575585360309161,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
165,-0.2142857142857143,-0.11207092521027506,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
166,-0.42857142857142855,-0.0006819731757217555,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
167,-0.0714285714285714,-0.01750397817685838,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
168,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
169,-0.2142857142857143,-0.004091839054330528,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
170,-0.4285714285714286,-0.004319163446237782,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0
171,-0.5714285714285714,-0.015003409865878609,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
172,-0.0,-0.08360125136665258,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
173,-0.14285714285714285,-0.05523982723346215,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
174,-0.0714285714285714,-0.08360125136665258,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
175,-0.14285714285714285,-0.012957490338713344,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
176,-0.14285714285714285,-0.00681973175721755,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
177,-0.07142857142857151,-0.003409865878608774,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
178,-0.5,-0.002273243919072517,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
179,-0.0714285714285714,-0.025005683109797686,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0
180,-0.2857142857142857,-0.042055012502841556,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
181,-0.3571428571428571,-0.2575585360309161,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
182,-0.2857142857142857,-0.9849965901341214,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0
183,-0.2142857142857143,-0.02841554898840646,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0
184,-0.1428571428571428,-0.004773812230052283,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0
185,-0.2142857142857143,-0.026824278245055694,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
186,-0.42857142857142855,-0.017731302568765626,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
187,-0.5,-0.2534666969765856,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
188,-0.0,-0.10797908615594454,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
189,-0.6428571428571428,-0.004773812230052283,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
190,-0.2857142857142857,-0.013412139122527849,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
191,-0.2142857142857143,-0.004091839054330528,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
192,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
193,-0.2142857142857143,-0.00841100250056831,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0
194,-0.7857142857142857,-0.019095248920209137,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
195,-0.2142857142857143,-0.07950941231232206,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
196,-0.35714285714285715,-0.05114798817913162,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
197,-0.2857142857142857,-0.07950941231232206,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0
198,-0.35714285714285715,-0.01704932939304387,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
199,-0.35714285714285715,-0.010911570811548078,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0
200,-0.1428571428571428,-0.007501704932939302,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
201,-0.7142857142857143,-0.006365082973403045,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
202,-0.2857142857142857,-0.020913844055467156,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0
203,-0.0714285714285714,-0.03796317344851102,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
204,-0.5714285714285714,-0.2534666969765856,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0
205,-0.0714285714285714,-0.9809047510797909,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0
206,-0.0,-0.02432370993407593,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0
207,-0.3571428571428571,-0.0036371902705160265,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0
208,-0.4285714285714286,-0.035235280745624,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
209,-0.6428571428571428,-0.009320300068197318,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
210,-0.7142857142857143,-0.2618776994771539,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0
211,-0.2142857142857143,-0.11639008865651285,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
212,-0.8571428571428572,-0.0036371902705160265,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0
213,-0.5,-0.02182314162309616,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
214,-0.4285714285714286,-0.004319163446237782,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0
215,-0.2142857142857143,-0.00841100250056831,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0
216,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
217,-1.0,-0.010684246419640827,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0
218,-0.4285714285714286,-0.08792041481289037,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0
219,-0.5714285714285714,-0.05955899067969993,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
220,-0.5,-0.08792041481289037,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0
221,-0.5714285714285714,-0.008638326892475562,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
222,-0.5714285714285714,-0.002500568310979768,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-1.0
223,-0.3571428571428571,-0.0009092975676290079,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
224,-0.9285714285714286,-0.0020459195271652648,-0.0,-1.0,-0.0,-0.0,-1.0,-0.0,-0.0,-0.0
225,-0.5,-0.029324846556035466,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0
226,-0.1428571428571429,-0.04637417594907933,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0
227,-0.7857142857142857,-0.2618776994771539,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0
