target_project,used_project,wait_days,method,gmean_bst,r1_bst,r0_bst,mcc_bst
googleflutter,['rails'],15,oob,0.26617,0.07814,0.91884,0.1022
googleflutter,['rust'],15,oob,0.24477,0.07265,0.96386,0.11092
googleflutter,['tensorflow'],15,oob,0.15508,0.04767,0.94543,-0.08528
googleflutter,['tomcat'],15,oob,0.34636,0.13933,0.91895,0.20295
googleflutter,['vscode'],15,oob,0.17761,0.06174,0.99075,0.07546
googleflutter,['wp-calypso'],15,oob,0.1759,0.05374,0.98322,0.06483
homebrew,['ansible'],15,oob,0.45832,0.24753,0.86099,0.22181
homebrew,['brackets'],15,oob,0.50701,0.71166,0.56967,0.38056
homebrew,['broadleaf'],15,oob,0.49667,0.72989,0.55026,0.38425
homebrew,['camel'],15,oob,0.52889,0.61662,0.57625,0.26935
homebrew,['corefx'],15,oob,0.56145,0.68281,0.59583,0.36748
homebrew,['django'],15,oob,0.52617,0.61124,0.58994,0.2867
homebrew,['elasticsearch'],15,oob,0.48309,0.55257,0.57397,0.22959
homebrew,['fabric'],15,oob,0.47086,0.74972,0.54089,0.38674
homebrew,['googleflutter'],15,oob,0.47351,0.7597,0.53514,0.38969
homebrew,['homebrew'],15,oob,0.34824,0.20531,0.8654,0.10901
homebrew,['jgroups'],15,oob,0.48795,0.77543,0.54107,0.40874
homebrew,['neutron'],15,oob,0.60978,0.66854,0.6389,0.41308
homebrew,['node'],15,oob,0.54935,0.55099,0.63784,0.2948
homebrew,['nova'],15,oob,0.57331,0.60832,0.67314,0.3105
homebrew,['npm'],15,oob,0.46176,0.73495,0.54421,0.37967
homebrew,['panda'],15,oob,0.46862,0.75032,0.53743,0.38438
homebrew,['pytorch'],15,oob,0.43663,0.296,0.77519,0.16041
homebrew,['rails'],15,oob,0.49379,0.76721,0.54146,0.39527
homebrew,['rust'],15,oob,0.49133,0.45776,0.62242,0.18678
homebrew,['tensorflow'],15,oob,0.50868,0.58923,0.65628,0.26226
homebrew,['tomcat'],15,oob,0.56383,0.72948,0.57713,0.41366
homebrew,['vscode'],15,oob,0.54632,0.58231,0.63233,0.30157
homebrew,['wp-calypso'],15,oob,0.52634,0.74339,0.55735,0.41748
jgroups,['ansible'],15,oob,0.27903,0.10445,0.94598,0.09017
jgroups,['brackets'],15,oob,0.27539,0.10152,0.94803,0.08985
jgroups,['broadleaf'],15,oob,0.27352,0.09973,0.94818,0.08752
jgroups,['camel'],15,oob,0.27749,0.10329,0.94874,0.09354
jgroups,['corefx'],15,oob,0.28256,0.10652,0.9463,0.09407
jgroups,['django'],15,oob,0.23744,0.06998,0.96549,0.07608
jgroups,['elasticsearch'],15,oob,0.28013,0.10426,0.94827,0.09425
jgroups,['fabric'],15,oob,0.28049,0.10596,0.94613,0.09315
jgroups,['googleflutter'],15,oob,0.27468,0.10017,0.94853,0.08873
jgroups,['homebrew'],15,oob,0.27845,0.1033,0.94944,0.09458
jgroups,['jgroups'],15,oob,0.27686,0.1019,0.94868,0.09173
jgroups,['neutron'],15,oob,0.2757,0.10141,0.9479,0.08918
jgroups,['node'],15,oob,0.2832,0.10342,0.94755,0.09448
jgroups,['nova'],15,oob,0.2757,0.10161,0.94873,0.09055
jgroups,['npm'],15,oob,0.27827,0.10427,0.94693,0.0922
jgroups,['panda'],15,oob,0.27997,0.10491,0.94737,0.09338
jgroups,['pytorch'],15,oob,0.28323,0.10697,0.94716,0.09674
jgroups,['rails'],15,oob,0.25032,0.07761,0.95604,0.07261
jgroups,['rust'],15,oob,0.28094,0.10524,0.94724,0.09379
jgroups,['tensorflow'],15,oob,0.28033,0.10483,0.94792,0.09427
jgroups,['tomcat'],15,oob,0.28803,0.11197,0.94572,0.09865
jgroups,['vscode'],15,oob,0.27875,0.10306,0.94897,0.09402
jgroups,['wp-calypso'],15,oob,0.2754,0.10244,0.9472,0.08933
neutron,['ansible'],15,oob,0.65286,0.56968,0.76868,0.35082
neutron,['brackets'],15,oob,0.66081,0.57133,0.77569,0.35832
neutron,['broadleaf'],15,oob,0.65784,0.57115,0.78412,0.36773
neutron,['camel'],15,oob,0.64519,0.61736,0.70975,0.33825
neutron,['corefx'],15,oob,0.55074,0.39076,0.8156,0.23106
neutron,['django'],15,oob,0.55733,0.43664,0.81416,0.29159
neutron,['elasticsearch'],15,oob,0.59352,0.48316,0.77436,0.27728
neutron,['fabric'],15,oob,0.63991,0.56555,0.75695,0.33348
neutron,['googleflutter'],15,oob,0.53048,0.36277,0.8218,0.21076
neutron,['homebrew'],15,oob,0.52419,0.35381,0.82781,0.20926
neutron,['jgroups'],15,oob,0.60195,0.5635,0.71465,0.29633
neutron,['neutron'],15,oob,0.52422,0.35387,0.82776,0.20924
neutron,['node'],15,oob,0.55758,0.46917,0.7423,0.23171
neutron,['nova'],15,oob,0.57688,0.6853,0.53308,0.22814
neutron,['npm'],15,oob,0.63946,0.61843,0.70324,0.33673
neutron,['panda'],15,oob,0.57712,0.44867,0.80016,0.28086
neutron,['pytorch'],15,oob,0.60185,0.47714,0.77913,0.27277
neutron,['rails'],15,oob,0.55334,0.79601,0.40682,0.22541
neutron,['rust'],15,oob,0.59187,0.47228,0.78219,0.27412
neutron,['tensorflow'],15,oob,0.52413,0.35371,0.82787,0.20923
neutron,['tomcat'],15,oob,0.65151,0.63016,0.70614,0.34807
neutron,['vscode'],15,oob,0.52444,0.35407,0.82777,0.20949
neutron,['wp-calypso'],15,oob,0.54603,0.38131,0.81847,0.22554
node,['ansible'],15,oob,0.56402,0.40127,0.8068,0.23191
node,['brackets'],15,oob,0.56087,0.39602,0.81014,0.23111
node,['broadleaf'],15,oob,0.5891,0.44117,0.80797,0.26938
node,['camel'],15,oob,0.58502,0.46536,0.76236,0.24589
node,['corefx'],15,oob,0.56365,0.40068,0.80697,0.23153
node,['django'],15,oob,0.47133,0.41453,0.73547,0.18157
node,['elasticsearch'],15,oob,0.58521,0.44095,0.78908,0.24782
node,['fabric'],15,oob,0.56911,0.41732,0.79296,0.23099
node,['googleflutter'],15,oob,0.56388,0.40103,0.80689,0.23178
node,['homebrew'],15,oob,0.56358,0.4006,0.80692,0.23139
node,['jgroups'],15,oob,0.58107,0.58321,0.64206,0.24127
node,['neutron'],15,oob,0.55201,0.38285,0.81324,0.22188
node,['node'],15,oob,0.56385,0.401,0.80686,0.23172
node,['nova'],15,oob,0.57764,0.42589,0.80557,0.25452
node,['npm'],15,oob,0.616,0.5217,0.7397,0.27055
node,['panda'],15,oob,0.55093,0.38034,0.82048,0.22905
node,['pytorch'],15,oob,0.56357,0.40057,0.80696,0.23141
node,['rails'],15,oob,0.57354,0.67933,0.5243,0.2126
node,['rust'],15,oob,0.57836,0.56953,0.64987,0.23592
node,['tensorflow'],15,oob,0.5637,0.40078,0.80695,0.23161
node,['tomcat'],15,oob,0.54853,0.45106,0.74565,0.2196
node,['vscode'],15,oob,0.5636,0.40059,0.80698,0.23147
node,['wp-calypso'],15,oob,0.56383,0.40094,0.80691,0.23173
nova,['ansible'],15,oob,0.6197,0.56007,0.72924,0.30371
nova,['brackets'],15,oob,0.61973,0.56023,0.72919,0.30392
nova,['broadleaf'],15,oob,0.58237,0.50022,0.7581,0.27202
nova,['camel'],15,oob,0.60804,0.60923,0.67366,0.29996
nova,['corefx'],15,oob,0.61951,0.55974,0.72971,0.30401
nova,['django'],15,oob,0.60684,0.58412,0.68454,0.28457
nova,['elasticsearch'],15,oob,0.60092,0.64026,0.62586,0.27881
nova,['fabric'],15,oob,0.62312,0.56891,0.72421,0.30599
nova,['googleflutter'],15,oob,0.62038,0.56141,0.72896,0.3047
nova,['homebrew'],15,oob,0.61946,0.55969,0.72944,0.30365
nova,['jgroups'],15,oob,0.61269,0.6338,0.64748,0.29697
nova,['neutron'],15,oob,0.62182,0.56519,0.72581,0.30443
nova,['node'],15,oob,0.6054,0.55379,0.72741,0.30383
nova,['nova'],15,oob,0.62032,0.56125,0.72886,0.30443
nova,['npm'],15,oob,0.6159,0.59939,0.68187,0.29586
nova,['panda'],15,oob,0.62379,0.55802,0.74134,0.31436
nova,['pytorch'],15,oob,0.62135,0.56344,0.72772,0.30503
nova,['rails'],15,oob,0.60392,0.69077,0.58403,0.29155
nova,['rust'],15,oob,0.62817,0.60157,0.69131,0.3013
nova,['tensorflow'],15,oob,0.61919,0.55864,0.73034,0.30365
nova,['tomcat'],15,oob,0.62891,0.61336,0.68877,0.31381
nova,['vscode'],15,oob,0.6201,0.56061,0.72935,0.3043
nova,['wp-calypso'],15,oob,0.6205,0.56122,0.72921,0.30474
npm,['ansible'],15,oob,0.50161,0.33857,0.79482,0.15622
npm,['brackets'],15,oob,0.49789,0.32063,0.82029,0.17154
npm,['broadleaf'],15,oob,0.46899,0.29476,0.81398,0.13669
npm,['camel'],15,oob,0.5387,0.46276,0.68946,0.16826
npm,['corefx'],15,oob,0.50298,0.32608,0.82014,0.17531
npm,['django'],15,oob,0.56731,0.45823,0.73084,0.20336
npm,['elasticsearch'],15,oob,0.4894,0.30396,0.82363,0.1543
npm,['fabric'],15,oob,0.5025,0.33156,0.80284,0.15773
npm,['googleflutter'],15,oob,0.50276,0.32572,0.82031,0.17515
npm,['homebrew'],15,oob,0.50271,0.32567,0.82032,0.17511
npm,['jgroups'],15,oob,0.57445,0.58104,0.61391,0.20259
npm,['neutron'],15,oob,0.49066,0.31035,0.82724,0.16831
npm,['node'],15,oob,0.49634,0.31475,0.8306,0.17526
npm,['nova'],15,oob,0.44502,0.24681,0.86643,0.16001
npm,['npm'],15,oob,0.50298,0.32608,0.82014,0.17531
npm,['panda'],15,oob,0.45744,0.27345,0.85225,0.16405
npm,['pytorch'],15,oob,0.50345,0.32446,0.8211,0.17456
npm,['rails'],15,oob,0.57701,0.55312,0.63897,0.20119
npm,['rust'],15,oob,0.54584,0.45213,0.70071,0.16228
npm,['tensorflow'],15,oob,0.50298,0.32608,0.82014,0.17531
npm,['tomcat'],15,oob,0.54849,0.49146,0.68728,0.19992
npm,['vscode'],15,oob,0.50276,0.32577,0.82018,0.17501
npm,['wp-calypso'],15,oob,0.50389,0.32723,0.82067,0.17702
panda,['ansible'],15,oob,0.57996,0.43982,0.81709,0.28328
panda,['brackets'],15,oob,0.56764,0.43301,0.79433,0.24855
panda,['broadleaf'],15,oob,0.51486,0.35443,0.86494,0.24798
panda,['camel'],15,oob,0.53221,0.39989,0.78072,0.201
panda,['corefx'],15,oob,0.53222,0.37249,0.80578,0.19912
panda,['django'],15,oob,0.54588,0.5463,0.59643,0.14803
panda,['elasticsearch'],15,oob,0.58405,0.45819,0.80782,0.28489
panda,['fabric'],15,oob,0.59098,0.49532,0.78983,0.29566
panda,['googleflutter'],15,oob,0.53225,0.37258,0.80564,0.19903
panda,['homebrew'],15,oob,0.53224,0.3725,0.80581,0.19917
panda,['jgroups'],15,oob,0.58174,0.5814,0.61853,0.20766
panda,['neutron'],15,oob,0.50153,0.33258,0.82638,0.17905
panda,['node'],15,oob,0.62294,0.51545,0.79836,0.33139
panda,['nova'],15,oob,0.54755,0.44546,0.73464,0.19144
panda,['npm'],15,oob,0.60521,0.4922,0.78375,0.29067
panda,['panda'],15,oob,0.53228,0.3726,0.8057,0.19912
panda,['pytorch'],15,oob,0.544,0.38822,0.80829,0.21753
panda,['rails'],15,oob,0.58429,0.56105,0.6701,0.24671
panda,['rust'],15,oob,0.64007,0.62861,0.69319,0.33327
panda,['tensorflow'],15,oob,0.5322,0.37247,0.80576,0.19908
panda,['tomcat'],15,oob,0.5311,0.56073,0.64001,0.21315
panda,['vscode'],15,oob,0.53221,0.37246,0.8058,0.19912
panda,['wp-calypso'],15,oob,0.53222,0.37249,0.80578,0.19912
pytorch,['ansible'],15,oob,0.48594,0.28122,0.8874,0.20686
pytorch,['brackets'],15,oob,0.5669,0.43643,0.78583,0.24063
pytorch,['broadleaf'],15,oob,0.50013,0.30823,0.91806,0.27287
pytorch,['camel'],15,oob,0.59686,0.46309,0.80728,0.29387
pytorch,['corefx'],15,oob,0.52272,0.34649,0.86688,0.23932
pytorch,['django'],15,oob,0.52479,0.55673,0.53424,0.0943
pytorch,['elasticsearch'],15,oob,0.58707,0.48453,0.75107,0.24915
pytorch,['fabric'],15,oob,0.50683,0.2912,0.90989,0.25445
pytorch,['googleflutter'],15,oob,0.37851,0.16789,0.92971,0.14501
pytorch,['homebrew'],15,oob,0.52643,0.34019,0.87464,0.24562
pytorch,['jgroups'],15,oob,0.51671,0.33251,0.83824,0.20331
pytorch,['neutron'],15,oob,0.54229,0.35689,0.85932,0.25617
pytorch,['node'],15,oob,0.5546,0.40309,0.79222,0.21945
pytorch,['nova'],15,oob,0.49223,0.29858,0.85172,0.18893
pytorch,['npm'],15,oob,0.48269,0.27322,0.88482,0.20896
pytorch,['panda'],15,oob,0.53327,0.38075,0.77164,0.17372
pytorch,['pytorch'],15,oob,0.52463,0.33784,0.87552,0.24427
pytorch,['rails'],15,oob,0.55778,0.40899,0.78855,0.2175
pytorch,['rust'],15,oob,0.56328,0.40517,0.82203,0.24972
pytorch,['tensorflow'],15,oob,0.57247,0.44433,0.80547,0.26322
pytorch,['tomcat'],15,oob,0.4736,0.28026,0.85911,0.19208
pytorch,['vscode'],15,oob,0.4348,0.23329,0.89565,0.1677
pytorch,['wp-calypso'],15,oob,0.4976,0.29232,0.89331,0.22489
rails,['ansible'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['brackets'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['broadleaf'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['camel'],15,oob,0.47364,0.37727,0.74733,0.16126
rails,['corefx'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['django'],15,oob,0.48044,0.37771,0.74917,0.16009
rails,['elasticsearch'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['fabric'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['googleflutter'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['homebrew'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['jgroups'],15,oob,0.56322,0.42019,0.77695,0.21598
rails,['neutron'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['node'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['nova'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['npm'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['panda'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['pytorch'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['rails'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['rust'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['tensorflow'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['tomcat'],15,oob,0.48393,0.38794,0.7435,0.16697
rails,['vscode'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['wp-calypso'],15,oob,0.47362,0.37726,0.74734,0.16126
rust,['ansible'],15,oob,0.60631,0.48437,0.83448,0.35735
rust,['brackets'],15,oob,0.60631,0.48437,0.83448,0.35735
rust,['broadleaf'],15,oob,0.29384,0.11418,0.92903,0.07351
rust,['camel'],15,oob,0.59964,0.50178,0.82178,0.36972
rust,['corefx'],15,oob,0.60573,0.48362,0.83418,0.35622
rust,['django'],15,oob,0.59458,0.5087,0.79946,0.34967
rust,['elasticsearch'],15,oob,0.58879,0.46405,0.84737,0.36491
rust,['fabric'],15,oob,0.58125,0.4482,0.85387,0.35377
rust,['googleflutter'],15,oob,0.60637,0.48443,0.83448,0.35741
rust,['homebrew'],15,oob,0.60573,0.48362,0.83418,0.35622
rust,['jgroups'],15,oob,0.58225,0.47412,0.82609,0.35104
rust,['neutron'],15,oob,0.59741,0.48163,0.81667,0.33271
rust,['node'],15,oob,0.5456,0.44355,0.79791,0.2945
rust,['nova'],15,oob,0.61254,0.49207,0.83719,0.37552
rust,['npm'],15,oob,0.55341,0.35556,0.89891,0.31384
rust,['panda'],15,oob,0.57061,0.43114,0.84651,0.3374
rust,['pytorch'],15,oob,0.60573,0.48361,0.83418,0.35622
rust,['rails'],15,oob,0.61606,0.61384,0.70238,0.33891
rust,['rust'],15,oob,0.60573,0.48362,0.83418,0.35622
rust,['tensorflow'],15,oob,0.60573,0.48362,0.83418,0.35622
rust,['tomcat'],15,oob,0.60158,0.49964,0.83884,0.39222
rust,['vscode'],15,oob,0.60574,0.48363,0.83418,0.35623
rust,['wp-calypso'],15,oob,0.60558,0.48341,0.83422,0.3561
tensorflow,['ansible'],15,oob,0.691,0.71045,0.68197,0.39805
tensorflow,['brackets'],15,oob,0.63032,0.60682,0.69061,0.30543
tensorflow,['broadleaf'],15,oob,0.64688,0.66367,0.65827,0.32959
tensorflow,['camel'],15,oob,0.68172,0.6701,0.70295,0.37593
tensorflow,['corefx'],15,oob,0.6846,0.67821,0.69986,0.38134
tensorflow,['django'],15,oob,0.58817,0.78203,0.46927,0.27014
tensorflow,['elasticsearch'],15,oob,0.66002,0.71445,0.63512,0.35988
tensorflow,['fabric'],15,oob,0.64755,0.73229,0.60164,0.34437
tensorflow,['googleflutter'],15,oob,0.64149,0.55502,0.76461,0.32975
tensorflow,['homebrew'],15,oob,0.62946,0.53891,0.7556,0.30586
tensorflow,['jgroups'],15,oob,0.63455,0.62182,0.67938,0.30807
tensorflow,['neutron'],15,oob,0.6295,0.70079,0.61926,0.33339
tensorflow,['node'],15,oob,0.61638,0.74426,0.55016,0.30905
tensorflow,['nova'],15,oob,0.62874,0.67136,0.64961,0.33505
tensorflow,['npm'],15,oob,0.62559,0.73598,0.56236,0.30972
tensorflow,['panda'],15,oob,0.60565,0.71998,0.55248,0.28613
tensorflow,['pytorch'],15,oob,0.62217,0.5157,0.78195,0.31171
tensorflow,['rails'],15,oob,0.59862,0.75124,0.52508,0.28997
tensorflow,['rust'],15,oob,0.63439,0.67153,0.63024,0.3075
tensorflow,['tensorflow'],15,oob,0.62951,0.53908,0.75547,0.30587
tensorflow,['tomcat'],15,oob,0.59522,0.74562,0.52177,0.28769
tensorflow,['vscode'],15,oob,0.65167,0.60737,0.72356,0.33662
tensorflow,['wp-calypso'],15,oob,0.68875,0.65138,0.73613,0.39149
tomcat,['ansible'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['brackets'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['broadleaf'],15,oob,0.535,0.40797,0.78362,0.21199
tomcat,['camel'],15,oob,0.54537,0.38557,0.83342,0.24798
tomcat,['corefx'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['django'],15,oob,0.55539,0.43348,0.75115,0.20371
tomcat,['elasticsearch'],15,oob,0.54426,0.43309,0.75714,0.20597
tomcat,['fabric'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['googleflutter'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['homebrew'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['jgroups'],15,oob,0.60334,0.6576,0.58176,0.24691
tomcat,['neutron'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['node'],15,oob,0.53031,0.4024,0.78671,0.21276
tomcat,['nova'],15,oob,0.53688,0.41061,0.77589,0.20439
tomcat,['npm'],15,oob,0.54581,0.43575,0.75649,0.20783
tomcat,['panda'],15,oob,0.53352,0.40788,0.7754,0.20183
tomcat,['pytorch'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['rails'],15,oob,0.52843,0.40752,0.75353,0.18206
tomcat,['rust'],15,oob,0.53778,0.41634,0.76826,0.20155
tomcat,['tensorflow'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['tomcat'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['vscode'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['wp-calypso'],15,oob,0.53834,0.41791,0.76745,0.20231
vscode,['ansible'],15,oob,0.58156,0.53113,0.78396,0.37129
vscode,['brackets'],15,oob,0.5581,0.64799,0.68553,0.38471
vscode,['broadleaf'],15,oob,0.528,0.5333,0.71717,0.29797
vscode,['camel'],15,oob,0.58613,0.52405,0.77896,0.34769
vscode,['corefx'],15,oob,0.49248,0.28231,0.9107,0.26429
vscode,['django'],15,oob,0.54947,0.62736,0.64778,0.31453
vscode,['elasticsearch'],15,oob,0.60174,0.53842,0.74545,0.31968
vscode,['fabric'],15,oob,0.57439,0.59911,0.73383,0.38695
vscode,['googleflutter'],15,oob,0.41344,0.18269,0.95323,0.22314
vscode,['homebrew'],15,oob,0.48315,0.29045,0.88019,0.2438
vscode,['jgroups'],15,oob,0.60817,0.65999,0.74152,0.45278
vscode,['neutron'],15,oob,0.50191,0.54233,0.72757,0.34198
vscode,['node'],15,oob,0.50611,0.49761,0.72019,0.27369
vscode,['nova'],15,oob,0.48262,0.494,0.73455,0.30299
vscode,['npm'],15,oob,0.5694,0.48742,0.80304,0.35249
vscode,['panda'],15,oob,0.60933,0.66549,0.73481,0.44746
vscode,['pytorch'],15,oob,0.29822,0.1028,0.94428,0.0947
vscode,['rails'],15,oob,0.48977,0.5692,0.64634,0.26886
vscode,['rust'],15,oob,0.57963,0.56132,0.78585,0.41153
vscode,['tensorflow'],15,oob,0.53227,0.54463,0.69741,0.28634
vscode,['tomcat'],15,oob,0.52787,0.60642,0.6416,0.27901
vscode,['vscode'],15,oob,0.48335,0.29066,0.88013,0.24388
vscode,['wp-calypso'],15,oob,0.54889,0.34886,0.90058,0.31753
wp-calypso,['ansible'],15,oob,0.51647,0.37248,0.78452,0.16559
wp-calypso,['brackets'],15,oob,0.49212,0.46342,0.56133,0.0507
wp-calypso,['broadleaf'],15,oob,0.52396,0.37365,0.75603,0.17192
wp-calypso,['camel'],15,oob,0.56828,0.49851,0.67041,0.18194
wp-calypso,['corefx'],15,oob,0.49463,0.31623,0.84234,0.17757
wp-calypso,['django'],15,oob,0.50214,0.44099,0.59971,0.06743
wp-calypso,['elasticsearch'],15,oob,0.53317,0.43732,0.72549,0.16189
wp-calypso,['fabric'],15,oob,0.53442,0.43037,0.73342,0.1704
wp-calypso,['googleflutter'],15,oob,0.45749,0.26586,0.8483,0.13136
wp-calypso,['homebrew'],15,oob,0.50478,0.38364,0.76556,0.1566
wp-calypso,['jgroups'],15,oob,0.48646,0.30402,0.81387,0.16124
wp-calypso,['neutron'],15,oob,0.55924,0.47485,0.67373,0.19247
wp-calypso,['node'],15,oob,0.55659,0.42512,0.75286,0.20772
wp-calypso,['nova'],15,oob,0.53306,0.49766,0.59592,0.12218
wp-calypso,['npm'],15,oob,0.49875,0.36111,0.7655,0.13463
wp-calypso,['panda'],15,oob,0.50671,0.42652,0.65725,0.12977
wp-calypso,['pytorch'],15,oob,0.4835,0.31644,0.82882,0.15337
wp-calypso,['rails'],15,oob,0.53152,0.44458,0.67858,0.14387
wp-calypso,['rust'],15,oob,0.52364,0.51814,0.58067,0.09501
wp-calypso,['tensorflow'],15,oob,0.50302,0.33112,0.83616,0.18409
wp-calypso,['tomcat'],15,oob,0.53469,0.40848,0.72805,0.16272
wp-calypso,['vscode'],15,oob,0.52262,0.43382,0.71347,0.14518
wp-calypso,['wp-calypso'],15,oob,0.50473,0.38355,0.76565,0.15662
ansible,['ansible'],15,pbsa,0.63859,0.61689,0.71939,0.35207
ansible,['brackets'],15,pbsa,0.6698,0.59449,0.78056,0.39391
ansible,['broadleaf'],15,pbsa,0.58868,0.51774,0.75849,0.30855
ansible,['camel'],15,pbsa,0.59572,0.55275,0.7467,0.33041
ansible,['corefx'],15,pbsa,0.6387,0.61729,0.71895,0.35194
ansible,['django'],15,pbsa,0.59962,0.62051,0.69034,0.3403
ansible,['elasticsearch'],15,pbsa,0.57857,0.47641,0.78888,0.30467
ansible,['fabric'],15,pbsa,0.61141,0.49135,0.80597,0.33004
ansible,['googleflutter'],15,pbsa,0.63857,0.61681,0.71943,0.35205
ansible,['homebrew'],15,pbsa,0.63858,0.61685,0.71944,0.35209
ansible,['jgroups'],15,pbsa,0.60322,0.63997,0.67462,0.34294
ansible,['neutron'],15,pbsa,0.6387,0.60438,0.75046,0.37789
ansible,['node'],15,pbsa,0.64118,0.64946,0.6947,0.36157
ansible,['nova'],15,pbsa,0.5761,0.61114,0.62506,0.25398
ansible,['npm'],15,pbsa,0.61933,0.58179,0.73466,0.34399
ansible,['panda'],15,pbsa,0.55484,0.50109,0.76873,0.3189
ansible,['pytorch'],15,pbsa,0.65023,0.58335,0.75455,0.35392
ansible,['rails'],15,pbsa,0.60156,0.65172,0.6495,0.32118
ansible,['rust'],15,pbsa,0.6208,0.59561,0.71199,0.32729
ansible,['tensorflow'],15,pbsa,0.63862,0.61691,0.71943,0.35215
ansible,['tomcat'],15,pbsa,0.59872,0.62808,0.68585,0.34629
ansible,['vscode'],15,pbsa,0.63818,0.61623,0.71928,0.35132
ansible,['wp-calypso'],15,pbsa,0.63873,0.61743,0.7187,0.35174
brackets,['ansible'],15,pbsa,0.59349,0.63846,0.60003,0.25133
brackets,['brackets'],15,pbsa,0.60246,0.64177,0.61376,0.26822
brackets,['broadleaf'],15,pbsa,0.57044,0.60068,0.60552,0.22155
brackets,['camel'],15,pbsa,0.50926,0.60417,0.54956,0.18082
brackets,['corefx'],15,pbsa,0.60246,0.64177,0.61376,0.26822
brackets,['django'],15,pbsa,0.55241,0.62342,0.5835,0.23048
brackets,['elasticsearch'],15,pbsa,0.58072,0.53956,0.69357,0.25104
brackets,['fabric'],15,pbsa,0.52889,0.45437,0.71906,0.19438
brackets,['googleflutter'],15,pbsa,0.60159,0.64627,0.60737,0.26618
brackets,['homebrew'],15,pbsa,0.60258,0.64222,0.61351,0.26838
brackets,['jgroups'],15,pbsa,0.53631,0.62428,0.5778,0.22905
brackets,['neutron'],15,pbsa,0.59089,0.63468,0.63007,0.2898
brackets,['node'],15,pbsa,0.58137,0.65269,0.57295,0.23663
brackets,['nova'],15,pbsa,0.53144,0.66981,0.48092,0.16308
brackets,['npm'],15,pbsa,0.62044,0.60748,0.67183,0.28984
brackets,['panda'],15,pbsa,0.55107,0.58757,0.63504,0.2491
brackets,['pytorch'],15,pbsa,0.58236,0.61691,0.6181,0.25382
brackets,['rails'],15,pbsa,0.52486,0.74453,0.43038,0.19276
brackets,['rust'],15,pbsa,0.46075,0.84696,0.28614,0.16508
brackets,['tensorflow'],15,pbsa,0.60159,0.64627,0.60737,0.26618
brackets,['tomcat'],15,pbsa,0.55825,0.66448,0.54967,0.23491
brackets,['vscode'],15,pbsa,0.60246,0.64177,0.61376,0.26822
brackets,['wp-calypso'],15,pbsa,0.60181,0.64525,0.60877,0.26657
broadleaf,['ansible'],15,pbsa,0.59938,0.54713,0.71041,0.25989
broadleaf,['brackets'],15,pbsa,0.58956,0.49171,0.75543,0.25181
broadleaf,['broadleaf'],15,pbsa,0.5855,0.46652,0.78007,0.25529
broadleaf,['camel'],15,pbsa,0.64484,0.58778,0.71647,0.31448
broadleaf,['corefx'],15,pbsa,0.58539,0.46578,0.78096,0.25562
broadleaf,['django'],15,pbsa,0.61711,0.56369,0.69937,0.27606
broadleaf,['elasticsearch'],15,pbsa,0.57801,0.46288,0.77291,0.24588
broadleaf,['fabric'],15,pbsa,0.60027,0.48263,0.79055,0.28215
broadleaf,['googleflutter'],15,pbsa,0.58566,0.46621,0.7809,0.25597
broadleaf,['homebrew'],15,pbsa,0.58546,0.46618,0.78056,0.25555
broadleaf,['jgroups'],15,pbsa,0.64814,0.61286,0.69503,0.31721
broadleaf,['neutron'],15,pbsa,0.59285,0.47789,0.77922,0.26486
broadleaf,['node'],15,pbsa,0.59267,0.48232,0.77454,0.2644
broadleaf,['nova'],15,pbsa,0.54131,0.43549,0.75124,0.2015
broadleaf,['npm'],15,pbsa,0.58241,0.51157,0.71457,0.22856
broadleaf,['panda'],15,pbsa,0.54419,0.39264,0.81581,0.22789
